applicant_id,prediction
"280","0"
"281","0"
"282","1"
"283","0"
"284","0"
"285","0"
"286","1"
"287","0"
"288","1"
"289","1"
"290","0"
"291","1"
"292","1"
"293","1"
"294","0"
"295","0"
"296","0"
"297","0"
"298","0"
"299","0"
"300","1"
"301","0"
"302","1"
"303","1"
"304","0"
"305","1"
"306","1"
"307","1"
"308","0"
"309","0"
"310","0"
"311","0"
"312","0"
"313","0"
"314","0"
"315","1"
"316","1"
"317","1"
"318","0"
"319","0"
"320","1"
"321","0"
"322","0"
"323","0"
"324","1"
"325","0"
"326","1"
"327","0"
"328","0"
"329","0"
"330","0"
"331","1"
"332","0"
"333","0"
"334","0"
"335","0"
"336","0"
"337","1"
"338","0"
"339","1"
"340","0"
"341","0"
"342","0"
"343","0"
"344","0"
"345","0"
"346","0"
"347","1"
"348","0"
"349","0"
"350","1"
"351","0"
"352","0"
"353","0"
"354","0"
"355","1"
"356","0"
"357","0"
"358","0"
"359","1"
"360","1"
"361","0"
"362","1"
"363","1"
"364","0"
"365","1"
"366","0"
"367","0"
"368","0"
"369","0"
"370","0"
"371","1"
"372","0"
"373","0"
"374","0"
"375","1"
"376","0"
"377","1"
"378","0"
"379","0"
"380","0"
"381","1"
"382","1"
"383","0"
"384","0"
"385","1"
"386","0"
"387","0"
"388","0"
"389","0"
"390","0"
"391","0"
"392","0"
"393","0"
"394","0"
"395","1"
"396","0"
"397","0"
"398","0"
"399","1"
"400","0"
"401","0"
"402","0"
"403","0"
"404","1"
"405","0"
"406","1"
"407","0"
"408","1"
"409","0"
"410","1"
"411","0"
"412","1"
"413","1"
"414","0"
"415","0"
"416","0"
"417","1"
"418","1"
"419","0"
"420","1"
"421","0"
"422","1"
"423","0"
"424","0"
"425","1"
"426","1"
"427","0"
"428","0"
"429","0"
"430","0"
"431","1"
"432","1"
"433","0"
"434","0"
"435","0"
"436","1"
"437","0"
"438","0"
"439","0"
"440","1"
"441","0"
"442","0"
"443","0"
"444","1"
"445","0"
"446","1"
"447","0"
"448","1"
"449","0"
"450","1"
"451","0"
"452","1"
"453","0"
"454","1"
"455","1"
"456","1"
"457","1"
"458","0"
"459","1"
"460","0"
"461","0"
"462","1"
"463","0"
"464","1"
"465","1"
"466","0"
"467","0"
"468","0"
"469","1"
"470","0"
"471","0"
"472","0"
"473","1"
"474","0"
"475","0"
"476","1"
"477","0"
"478","0"
"479","0"
"480","0"
"481","0"
"482","1"
"483","0"
"484","1"
"485","0"
"486","0"
"487","1"
"488","0"
"489","0"
"490","0"
"491","0"
"492","1"
"493","0"
"494","0"
"495","1"
"496","0"
"497","0"
"498","0"
"499","0"
"500","0"
"501","0"
"502","1"
"503","0"
"504","1"
"505","1"
"506","0"
"507","0"
"508","1"
"509","0"
"510","1"
"511","0"
"512","1"
"513","0"
"514","1"
"515","0"
"516","1"
"517","0"
"518","0"
"519","0"
"520","0"
"521","1"
"522","1"
"523","0"
"524","0"
"525","0"
"526","0"
"527","1"
"528","1"
"529","1"
"530","0"
"531","0"
"532","1"
"533","0"
"534","1"
"535","0"
"536","0"
"537","0"
"538","1"
"539","0"
"540","0"
"541","0"
"542","1"
"543","0"
"544","1"
"545","1"
"546","0"
"547","1"
"548","0"
"549","0"
"550","1"
"551","1"
"552","0"
"553","1"
"554","0"
"555","0"
"556","1"
"557","1"
"558","0"
"559","1"
"560","0"
"561","0"
"562","1"
"563","0"
"564","0"
"565","0"
"566","0"
"567","1"
"568","0"
"569","0"
"570","0"
"571","1"
"572","0"
"573","0"
"574","0"
"575","0"
"576","0"
"577","0"
"578","1"
"579","1"
"580","0"
"581","0"
"582","0"
"583","0"
"584","0"
"585","0"
"586","1"
"587","0"
"588","0"
"589","0"
"590","0"
"591","0"
"592","0"
"593","1"
"594","0"
"595","0"
"596","1"
"597","0"
"598","0"
"599","0"
"600","1"
"601","1"
"602","1"
"603","0"
"604","0"
"605","0"
"606","1"
"607","0"
"608","1"
"609","0"
"610","1"
"611","0"
"612","0"
"613","1"
"614","0"
"615","1"
"616","0"
"617","0"
"618","0"
"619","0"
"620","0"
"621","0"
"622","0"
"623","0"
"624","1"
"625","1"
"626","0"
"627","0"
"628","0"
"629","0"
"630","0"
"631","0"
"632","0"
"633","0"
"634","0"
"635","0"
"636","1"
"637","0"
"638","0"
"639","0"
"640","0"
"641","1"
"642","0"
"643","0"
"644","0"
"645","0"
"646","0"
"647","1"
"648","0"
"649","1"
"650","0"
"651","1"
"652","0"
"653","0"
"654","0"
"655","0"
"656","0"
"657","0"
"658","1"
"659","0"
"660","1"
"661","0"
"662","0"
"663","0"
"664","1"
"665","1"
"666","0"
"667","1"
"668","1"
"669","1"
"670","0"
"671","0"
"672","1"
"673","0"
"674","0"
"675","0"
"676","0"
"677","0"
"678","1"
"679","0"
"680","0"
"681","0"
"682","0"
"683","0"
"684","0"
"685","0"
"686","1"
"687","0"
"688","0"
"689","1"
"690","1"
"691","0"
"692","0"
"693","0"
"694","0"
"695","0"
"696","0"
"697","0"
"698","1"
"699","1"
"700","0"
"701","0"
"702","0"
"703","0"
"704","0"
"705","1"
"706","0"
"707","1"
"708","0"
"709","0"
"710","1"
"711","1"
"712","1"
"713","0"
"714","1"
"715","0"
"716","0"
"717","0"
"718","1"
"719","0"
"720","1"
"721","1"
"722","0"
"723","0"
"724","1"
"725","0"
"726","1"
"727","0"
"728","1"
"729","1"
"730","0"
"731","0"
"732","1"
"733","0"
"734","1"
"735","0"
"736","1"
"737","0"
"738","1"
"739","1"
"740","0"
"741","1"
"742","1"
"743","1"
"744","1"
"745","0"
"746","0"
"747","1"
"748","0"
"749","1"
"750","0"
"751","0"
"752","1"
"753","1"
"754","1"
"755","1"
"756","1"
"757","1"
"758","1"
"759","0"
"760","0"
"761","0"
"762","0"
"763","0"
"764","0"
"765","0"
"766","0"
"767","0"
"768","0"
"769","0"
"770","1"
"771","0"
"772","0"
"773","0"
"774","0"
"775","0"
"776","0"
"777","0"
"778","0"
"779","1"
"780","1"
"781","0"
"782","0"
"783","0"
"784","1"
"785","0"
"786","1"
"787","0"
"788","1"
"789","0"
"790","0"
"791","1"
"792","0"
"793","1"
"794","0"
"795","0"
"796","1"
"797","1"
"798","1"
"799","1"
"800","1"
"801","0"
"802","0"
"803","0"
"804","0"
"805","1"
"806","0"
"807","0"
"808","1"
"809","1"
"810","0"
"811","0"
"812","0"
"813","0"
"814","0"
"815","1"
"816","0"
"817","1"
"818","0"
"819","0"
"820","1"
"821","1"
"822","1"
"823","1"
"824","0"
"825","0"
"826","1"
"827","0"
"828","1"
"829","1"
"830","0"
"831","0"
"832","0"
"833","0"
"834","0"
"835","0"
"836","0"
"837","0"
"838","0"
"839","1"
"840","1"
"841","1"
"842","1"
"843","0"
"844","1"
"845","0"
"846","0"
"847","1"
"848","1"
"849","1"
"850","1"
"851","0"
"852","0"
"853","1"
"854","0"
"855","0"
"856","1"
"857","0"
"858","0"
"859","0"
"860","1"
"861","1"
"862","1"
"863","0"
"864","0"
"865","0"
"866","1"
"867","0"
"868","0"
"869","0"
"870","1"
"871","0"
"872","1"
"873","0"
"874","0"
"875","0"
"876","0"
"877","0"
"878","1"
"879","0"
"880","1"
"881","1"
"882","0"
"883","0"
"884","0"
"885","1"
"886","0"
"887","1"
"888","0"
"889","0"
"890","0"
"891","0"
"892","1"
"893","1"
"894","0"
"895","0"
"896","0"
"897","0"
"898","0"
"899","1"
"900","1"
"901","0"
"902","1"
"903","1"
"904","0"
"905","0"
"906","0"
"907","0"
"908","0"
"909","0"
"910","0"
"911","0"
"912","0"
"913","0"
"914","0"
"915","0"
"916","0"
"917","1"
"918","0"
"919","0"
"920","1"
"921","1"
"922","0"
"923","0"
"924","0"
"925","0"
"926","0"
"927","1"
"928","0"
"929","0"
"930","0"
"931","0"
"932","0"
"933","0"
"934","0"
"935","0"
"936","0"
"937","1"
"938","0"
"939","1"
"940","0"
"941","1"
"942","1"
"943","0"
"944","0"
"945","0"
"946","0"
"947","1"
"948","1"
"949","0"
"950","0"
"951","0"
"952","0"
"953","0"
"954","0"
"955","0"
"956","0"
"957","0"
"958","1"
"959","0"
"960","0"
"961","0"
"962","1"
"963","0"
"964","0"
"965","0"
"966","0"
"967","0"
"968","0"
"969","0"
"970","1"
"971","0"
"972","0"
"973","0"
"974","1"
"975","0"
"976","0"
"977","1"
"978","0"
"979","0"
"980","0"
"981","1"
"982","0"
"983","0"
"984","0"
"985","0"
"986","1"
"987","1"
"988","0"
"989","0"
"990","0"
"991","0"
"992","1"
"993","1"
"994","0"
"995","1"
"996","0"
"997","1"
"998","0"
"999","0"
"1000","1"
"1001","1"
"1002","0"
"1003","1"
"1004","0"
"1005","0"
"1006","1"
"1007","0"
"1008","1"
"1009","0"
"1010","0"
"1011","1"
"1012","0"
"1013","1"
"1014","1"
"1015","0"
"1016","0"
"1017","0"
"1018","0"
"1019","1"
"1020","1"
"1021","0"
"1022","0"
"1023","1"
"1024","1"
"1025","0"
"1026","1"
"1027","0"
"1028","0"
"1029","1"
"1030","0"
"1031","1"
"1032","0"
"1033","0"
"1034","0"
"1035","1"
"1036","0"
"1037","1"
"1038","1"
"1039","1"
"1040","0"
"1041","1"
"1042","0"
"1043","0"
"1044","0"
"1045","0"
"1046","0"
"1047","1"
"1048","0"
"1049","1"
"1050","0"
"1051","1"
"1052","1"
"1053","0"
"1054","0"
"1055","0"
"1056","0"
"1057","0"
"1058","0"
"1059","0"
"1060","0"
"1061","0"
"1062","0"
"1063","1"
"1064","0"
"1065","0"
"1066","0"
"1067","0"
"1068","0"
"1069","0"
"1070","1"
"1071","0"
"1072","0"
"1073","1"
"1074","1"
"1075","0"
"1076","0"
"1077","1"
"1078","1"
"1079","0"
"1080","0"
"1081","0"
"1082","1"
"1083","0"
"1084","0"
"1085","0"
"1086","0"
"1087","0"
"1088","0"
"1089","0"
"1090","1"
"1091","0"
"1092","1"
"1093","0"
"1094","0"
"1095","1"
"1096","0"
"1097","0"
"1098","1"
"1099","0"
"1100","0"
"1101","0"
"1102","0"
"1103","0"
"1104","1"
"1105","1"
"1106","0"
"1107","0"
"1108","1"
"1109","0"
"1110","1"
"1111","0"
"1112","0"
"1113","1"
"1114","0"
"1115","0"
"1116","1"
"1117","1"
"1118","1"
"1119","0"
"1120","1"
"1121","1"
"1122","0"
"1123","0"
"1124","0"
"1125","0"
"1126","0"
"1127","0"
"1128","1"
"1129","0"
"1130","1"
"1131","0"
"1132","1"
"1133","0"
"1134","0"
"1135","0"
"1136","1"
"1137","0"
"1138","0"
"1139","0"
"1140","1"
"1141","0"
"1142","1"
"1143","0"
"1144","0"
"1145","0"
"1146","1"
"1147","1"
"1148","0"
"1149","0"
"1150","0"
"1151","0"
"1152","1"
"1153","0"
"1154","0"
"1155","0"
"1156","0"
"1157","1"
"1158","0"
"1159","0"
"1160","1"
"1161","0"
"1162","0"
"1163","1"
"1164","0"
"1165","0"
"1166","0"
"1167","1"
"1168","1"
"1169","0"
"1170","1"
"1171","1"
"1172","1"
"1173","1"
"1174","1"
"1175","0"
"1176","0"
"1177","0"
"1178","0"
"1179","1"
"1180","1"
"1181","0"
"1182","0"
"1183","0"
"1184","0"
"1185","1"
"1186","0"
"1187","0"
"1188","0"
"1189","0"
"1190","1"
"1191","0"
"1192","0"
"1193","0"
"1194","0"
"1195","0"
"1196","0"
"1197","0"
"1198","1"
"1199","0"
"1200","0"
"1201","1"
"1202","0"
"1203","0"
"1204","0"
"1205","1"
"1206","1"
"1207","0"
"1208","0"
"1209","0"
"1210","0"
"1211","1"
"1212","0"
"1213","0"
"1214","1"
"1215","0"
"1216","0"
"1217","0"
"1218","1"
"1219","0"
"1220","1"
"1221","1"
"1222","1"
"1223","0"
"1224","0"
"1225","0"
"1226","0"
"1227","1"
"1228","0"
"1229","0"
"1230","0"
"1231","0"
"1232","0"
"1233","1"
"1234","1"
"1235","0"
"1236","0"
"1237","0"
"1238","0"
"1239","0"
"1240","1"
"1241","1"
"1242","0"
"1243","0"
"1244","0"
"1245","0"
"1246","1"
"1247","0"
"1248","0"
"1249","0"
"1250","0"
"1251","0"
"1252","0"
"1253","0"
"1254","0"
"1255","1"
"1256","0"
"1257","0"
"1258","0"
"1259","1"
"1260","0"
"1261","0"
"1262","0"
"1263","0"
"1264","0"
"1265","0"
"1266","1"
"1267","1"
"1268","0"
"1269","0"
"1270","0"
"1271","1"
"1272","0"
"1273","1"
"1274","0"
"1275","0"
"1276","0"
"1277","1"
"1278","0"
"1279","0"
"1280","0"
"1281","0"
"1282","0"
"1283","0"
"1284","0"
"1285","1"
"1286","1"
"1287","1"
"1288","0"
"1289","0"
"1290","1"
"1291","0"
"1292","0"
"1293","0"
"1294","0"
"1295","1"
"1296","1"
"1297","0"
"1298","1"
"1299","0"
"1300","0"
"1301","1"
"1302","0"
"1303","0"
"1304","0"
"1305","0"
"1306","1"
"1307","0"
"1308","0"
"1309","0"
"1310","0"
"1311","1"
"1312","0"
"1313","1"
"1314","0"
"1315","0"
"1316","0"
"1317","0"
"1318","1"
"1319","0"
"1320","0"
"1321","0"
"1322","1"
"1323","0"
"1324","0"
"1325","1"
"1326","1"
"1327","0"
"1328","1"
"1329","0"
"1330","1"
"1331","1"
"1332","0"
"1333","1"
"1334","0"
"1335","0"
"1336","1"
"1337","0"
"1338","0"
"1339","1"
"1340","0"
"1341","1"
"1342","1"
"1343","1"
"1344","0"
"1345","0"
"1346","0"
"1347","0"
"1348","1"
"1349","1"
"1350","1"
"1351","0"
"1352","0"
"1353","1"
"1354","0"
"1355","0"
"1356","1"
"1357","0"
"1358","0"
"1359","1"
"1360","0"
"1361","0"
"1362","0"
"1363","0"
"1364","1"
"1365","0"
"1366","0"
"1367","0"
"1368","1"
"1369","1"
"1370","0"
"1371","0"
"1372","0"
"1373","0"
"1374","0"
"1375","1"
"1376","0"
"1377","0"
"1378","1"
"1379","0"
"1380","1"
"1381","0"
"1382","0"
"1383","0"
"1384","0"
"1385","0"
"1386","0"
"1387","1"
"1388","1"
"1389","1"
"1390","0"
"1391","0"
"1392","0"
"1393","0"
"1394","1"
"1395","0"
"1396","1"
"1397","0"
"1398","1"
"1399","0"
"1400","0"
"1401","0"
"1402","0"
"1403","0"
"1404","1"
"1405","0"
"1406","0"
"1407","0"
"1408","1"
"1409","0"
"1410","1"
"1411","0"
"1412","1"
"1413","1"
"1414","0"
"1415","1"
"1416","1"
"1417","1"
"1418","0"
"1419","0"
"1420","0"
"1421","0"
"1422","0"
"1423","0"
"1424","1"
"1425","1"
"1426","0"
"1427","0"
"1428","1"
"1429","1"
"1430","0"
"1431","0"
"1432","0"
"1433","0"
"1434","0"
"1435","1"
"1436","1"
"1437","0"
"1438","1"
"1439","1"
"1440","1"
"1441","1"
"1442","1"
"1443","0"
"1444","1"
"1445","1"
"1446","1"
"1447","0"
"1448","0"
"1449","0"
"1450","0"
"1451","0"
"1452","0"
"1453","1"
"1454","0"
"1455","0"
"1456","0"
"1457","0"
"1458","0"
"1459","0"
"1460","0"
"1461","0"
"1462","0"
"1463","0"
"1464","0"
"1465","0"
"1466","0"
"1467","0"
"1468","0"
"1469","1"
"1470","1"
"1471","0"
"1472","0"
"1473","1"
"1474","0"
"1475","0"
"1476","0"
"1477","1"
"1478","0"
"1479","0"
"1480","0"
"1481","0"
"1482","1"
"1483","0"
"1484","1"
"1485","0"
"1486","0"
"1487","0"
"1488","0"
"1489","0"
"1490","1"
"1491","0"
"1492","0"
"1493","0"
"1494","0"
"1495","0"
"1496","0"
"1497","1"
"1498","1"
"1499","1"
"1500","0"
"1501","0"
"1502","1"
"1503","1"
"1504","0"
"1505","1"
"1506","0"
"1507","1"
"1508","0"
"1509","0"
"1510","0"
"1511","0"
"1512","0"
"1513","1"
"1514","1"
"1515","0"
"1516","0"
"1517","0"
"1518","0"
"1519","1"
"1520","0"
"1521","0"
"1522","0"
"1523","1"
"1524","0"
"1525","0"
"1526","1"
"1527","1"
"1528","0"
"1529","1"
"1530","0"
"1531","0"
"1532","0"
"1533","1"
"1534","0"
"1535","0"
"1536","0"
"1537","0"
"1538","1"
"1539","0"
"1540","0"
"1541","1"
"1542","0"
"1543","0"
"1544","0"
"1545","0"
"1546","1"
"1547","0"
"1548","0"
"1549","0"
"1550","0"
"1551","0"
"1552","0"
"1553","1"
"1554","1"
"1555","0"
"1556","0"
"1557","0"
"1558","1"
"1559","0"
"1560","1"
"1561","0"
"1562","1"
"1563","1"
"1564","0"
"1565","0"
"1566","0"
"1567","0"
"1568","1"
"1569","0"
"1570","1"
"1571","0"
"1572","1"
"1573","1"
"1574","1"
"1575","0"
"1576","0"
"1577","0"
"1578","1"
"1579","1"
"1580","0"
"1581","0"
"1582","0"
"1583","1"
"1584","0"
"1585","1"
"1586","0"
"1587","1"
"1588","0"
"1589","0"
"1590","0"
"1591","0"
"1592","0"
"1593","0"
"1594","1"
"1595","1"
"1596","0"
"1597","0"
"1598","0"
"1599","0"
"1600","0"
"1601","0"
"1602","0"
"1603","1"
"1604","0"
"1605","0"
"1606","1"
"1607","0"
"1608","1"
"1609","1"
"1610","1"
"1611","1"
"1612","1"
"1613","0"
"1614","0"
"1615","0"
"1616","1"
"1617","0"
"1618","1"
"1619","0"
"1620","0"
"1621","0"
"1622","0"
"1623","0"
"1624","1"
"1625","1"
"1626","1"
"1627","1"
"1628","0"
"1629","1"
"1630","1"
"1631","0"
"1632","0"
"1633","0"
"1634","1"
"1635","1"
"1636","1"
"1637","0"
"1638","0"
"1639","0"
"1640","1"
"1641","1"
"1642","0"
"1643","0"
"1644","0"
"1645","0"
"1646","0"
"1647","0"
"1648","1"
"1649","0"
"1650","0"
"1651","1"
"1652","0"
"1653","0"
"1654","1"
"1655","1"
"1656","0"
"1657","1"
"1658","1"
"1659","0"
"1660","0"
"1661","0"
"1662","1"
"1663","0"
"1664","1"
"1665","1"
"1666","0"
"1667","0"
"1668","0"
"1669","0"
"1670","0"
"1671","1"
"1672","0"
"1673","0"
"1674","0"
"1675","0"
"1676","1"
"1677","0"
"1678","0"
"1679","0"
"1680","0"
"1681","0"
"1682","1"
"1683","0"
"1684","1"
"1685","0"
"1686","0"
"1687","1"
"1688","0"
"1689","1"
"1690","0"
"1691","0"
"1692","0"
"1693","0"
"1694","1"
"1695","0"
"1696","0"
"1697","1"
"1698","0"
"1699","1"
"1700","0"
"1701","0"
"1702","1"
"1703","0"
"1704","1"
"1705","0"
"1706","0"
"1707","1"
"1708","1"
"1709","0"
"1710","1"
"1711","0"
"1712","1"
"1713","0"
"1714","1"
"1715","0"
"1716","0"
"1717","0"
"1718","0"
"1719","0"
"1720","1"
"1721","0"
"1722","0"
"1723","0"
"1724","0"
"1725","0"
"1726","0"
"1727","0"
"1728","0"
"1729","0"
"1730","0"
"1731","0"
"1732","0"
"1733","0"
"1734","0"
"1735","0"
"1736","1"
"1737","0"
"1738","1"
"1739","0"
"1740","0"
"1741","1"
"1742","0"
"1743","0"
"1744","0"
"1745","1"
"1746","0"
"1747","0"
"1748","0"
"1749","1"
"1750","1"
"1751","0"
"1752","0"
"1753","0"
"1754","0"
"1755","0"
"1756","1"
"1757","1"
"1758","1"
"1759","0"
"1760","0"
"1761","0"
"1762","0"
"1763","0"
"1764","0"
"1765","0"
"1766","0"
"1767","0"
"1768","0"
"1769","0"
"1770","1"
"1771","0"
"1772","0"
"1773","0"
"1774","0"
"1775","0"
"1776","1"
"1777","0"
"1778","1"
"1779","0"
"1780","0"
"1781","1"
"1782","1"
"1783","0"
"1784","0"
"1785","0"
"1786","1"
"1787","1"
"1788","0"
"1789","0"
"1790","0"
"1791","0"
"1792","0"
"1793","1"
"1794","1"
"1795","0"
"1796","0"
"1797","1"
"1798","0"
"1799","1"
"1800","0"
"1801","0"
"1802","0"
"1803","0"
"1804","1"
"1805","1"
"1806","1"
"1807","1"
"1808","0"
"1809","0"
"1810","1"
"1811","1"
"1812","0"
"1813","1"
"1814","0"
"1815","1"
"1816","0"
"1817","1"
"1818","0"
"1819","0"
"1820","0"
"1821","1"
"1822","1"
"1823","0"
"1824","0"
"1825","0"
"1826","0"
"1827","0"
"1828","0"
"1829","1"
"1830","0"
"1831","0"
"1832","0"
"1833","0"
"1834","0"
"1835","0"
"1836","0"
"1837","0"
"1838","0"
"1839","0"
"1840","0"
"1841","0"
"1842","0"
"1843","1"
"1844","0"
"1845","0"
"1846","0"
"1847","1"
"1848","1"
"1849","1"
"1850","0"
"1851","0"
"1852","1"
"1853","0"
"1854","1"
"1855","0"
"1856","1"
"1857","0"
"1858","0"
"1859","0"
"1860","1"
"1861","0"
"1862","0"
"1863","1"
"1864","1"
"1865","0"
"1866","0"
"1867","0"
"1868","0"
"1869","0"
"1870","1"
"1871","1"
"1872","0"
"1873","0"
"1874","0"
"1875","0"
"1876","0"
"1877","0"
"1878","0"
"1879","1"
"1880","0"
"1881","1"
"1882","0"
"1883","1"
"1884","0"
"1885","0"
"1886","0"
"1887","0"
"1888","0"
"1889","0"
"1890","0"
"1891","0"
"1892","1"
"1893","0"
"1894","0"
"1895","1"
"1896","0"
"1897","0"
"1898","1"
"1899","1"
"1900","1"
"1901","0"
"1902","0"
"1903","0"
"1904","0"
"1905","0"
"1906","1"
"1907","0"
"1908","0"
"1909","1"
"1910","0"
"1911","0"
"1912","1"
"1913","0"
"1914","0"
"1915","0"
"1916","0"
"1917","1"
"1918","0"
"1919","1"
"1920","1"
"1921","0"
"1922","1"
"1923","0"
"1924","0"
"1925","0"
"1926","0"
"1927","0"
"1928","0"
"1929","1"
"1930","0"
"1931","0"
"1932","0"
"1933","1"
"1934","0"
"1935","0"
"1936","0"
"1937","1"
"1938","0"
"1939","0"
"1940","0"
"1941","0"
"1942","0"
"1943","1"
"1944","0"
"1945","0"
"1946","0"
"1947","0"
"1948","0"
"1949","0"
"1950","0"
"1951","0"
"1952","0"
"1953","0"
"1954","1"
"1955","0"
"1956","1"
"1957","1"
"1958","0"
"1959","0"
"1960","0"
"1961","0"
"1962","0"
"1963","0"
"1964","1"
"1965","0"
"1966","1"
"1967","0"
"1968","1"
"1969","0"
"1970","0"
"1971","0"
"1972","1"
"1973","0"
"1974","1"
"1975","0"
"1976","1"
"1977","0"
"1978","0"
"1979","1"
"1980","0"
"1981","0"
"1982","1"
"1983","0"
"1984","1"
"1985","1"
"1986","0"
"1987","0"
"1988","0"
"1989","1"
"1990","0"
"1991","0"
"1992","0"
"1993","1"
"1994","0"
"1995","0"
"1996","0"
"1997","0"
"1998","0"
"1999","1"
"2000","0"
"2001","1"
"2002","0"
"2003","0"
"2004","0"
"2005","0"
"2006","0"
"2007","0"
"2008","0"
"2009","0"
"2010","0"
"2011","0"
"2012","0"
"2013","1"
"2014","1"
"2015","0"
"2016","0"
"2017","0"
"2018","0"
"2019","0"
"2020","0"
"2021","0"
"2022","0"
"2023","1"
"2024","1"
"2025","1"
"2026","0"
"2027","0"
"2028","0"
"2029","1"
"2030","1"
"2031","1"
"2032","1"
"2033","0"
"2034","1"
"2035","0"
"2036","1"
"2037","0"
"2038","0"
"2039","1"
"2040","0"
"2041","0"
"2042","1"
"2043","0"
"2044","0"
"2045","1"
"2046","1"
"2047","1"
"2048","0"
"2049","1"
"2050","1"
"2051","0"
"2052","0"
"2053","1"
"2054","1"
"2055","0"
"2056","0"
"2057","1"
"2058","0"
"2059","1"
"2060","0"
"2061","0"
"2062","0"
"2063","1"
"2064","1"
"2065","1"
"2066","0"
"2067","0"
"2068","1"
"2069","0"
"2070","0"
"2071","1"
"2072","1"
"2073","0"
"2074","0"
"2075","1"
"2076","0"
"2077","0"
"2078","0"
"2079","1"
"2080","0"
"2081","1"
"2082","1"
"2083","0"
"2084","0"
"2085","0"
"2086","0"
"2087","1"
"2088","0"
"2089","0"
"2090","0"
"2091","0"
"2092","0"
"2093","0"
"2094","1"
"2095","0"
"2096","0"
"2097","0"
"2098","0"
"2099","0"
"2100","0"
"2101","1"
"2102","0"
"2103","1"
"2104","1"
"2105","0"
"2106","0"
"2107","0"
"2108","0"
"2109","1"
"2110","1"
"2111","0"
"2112","0"
"2113","0"
"2114","0"
"2115","0"
"2116","0"
"2117","0"
"2118","0"
"2119","0"
"2120","0"
"2121","0"
"2122","1"
"2123","0"
"2124","0"
"2125","0"
"2126","1"
"2127","0"
"2128","0"
"2129","0"
"2130","0"
"2131","1"
"2132","0"
"2133","1"
"2134","0"
"2135","0"
"2136","1"
"2137","0"
"2138","0"
"2139","1"
