Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
16,Providence College,3.25,Masters,Providence,N/A,N/A,0,N/A,4,Data Scientist,07/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A,1.95
17,Providence College,2.99,Phd,Providence,M,0,1,1,3,Data Scientist,03/17,06/17,N/A,N/A,N/A,N/A,N/A,N/A,1.08
18,Providence College,3.96,Bachelors,Providence,M,0,0,N/A,1,Data Scientist,02/17,02/19,N/A,N/A,N/A,N/A,N/A,N/A,8.14
19,Providence College,2.29,Masters,Providence,N/A,0,0,0,2,Data Scientist,05/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,0.36
20,Providence College,3.45,Phd,Providence,F,N/A,1,0,0,Data Scientist,12/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,7.37
21,Providence College,2.38,Masters,Providence,M,1,0,N/A,2,Data Scientist,03/16,08/16,N/A,N/A,N/A,N/A,N/A,N/A,4.19
22,Providence College,2.68,Bachelors,Providence,F,1,0,N/A,2,Data Scientist,10/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,8.15
23,Providence College,2.62,Phd,Providence,F,N/A,0,N/A,3,Data Scientist,05/16,08/17,N/A,N/A,N/A,N/A,N/A,N/A,6.06
24,Providence College,3.89,Masters,Providence,N/A,N/A,1,0,1,Data Scientist,08/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A,2.75
25,Providence College,3.93,Phd,Providence,M,N/A,0,1,3,Data Scientist,06/15,09/15,N/A,N/A,N/A,N/A,N/A,N/A,5.95
26,Providence College,2.37,Bachelors,Providence,N/A,0,1,0,1,Data Scientist,12/18,09/20,N/A,N/A,N/A,N/A,N/A,N/A,6.02
27,Providence College,2.04,Phd,Providence,M,N/A,1,N/A,3,Data Scientist,02/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,5.45
28,Providence College,3.44,Bachelors,Providence,N/A,0,0,1,4,Data Scientist,03/16,06/16,N/A,N/A,N/A,N/A,N/A,N/A,6.62
29,Providence College,2.84,Masters,Providence,M,1,0,N/A,0,Data Scientist,02/18,11/18,N/A,N/A,N/A,N/A,N/A,N/A,8.0
30,Providence College,2.18,Bachelors,Providence,M,N/A,1,0,0,Data Scientist,05/21,03/23,N/A,N/A,N/A,N/A,N/A,N/A,2.95
31,Providence College,3.37,Masters,Providence,M,N/A,1,1,0,Data Scientist,12/15,05/17,N/A,N/A,N/A,N/A,N/A,N/A,1.76
32,Providence College,3.09,Masters,Providence,F,0,1,1,4,Data Scientist,06/17,06/19,N/A,N/A,N/A,N/A,N/A,N/A,4.3
33,Providence College,3.96,Bachelors,Providence,F,0,1,0,4,Data Scientist,06/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,5.9
34,Providence College,2.45,Masters,Providence,N/A,0,1,N/A,0,Data Scientist,02/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,9.27
35,Providence College,2.81,Phd,Providence,N/A,1,0,N/A,0,Data Scientist,01/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A,1.28
36,Providence College,3.09,Masters,Providence,M,1,1,N/A,1,Data Scientist,12/16,12/18,N/A,N/A,N/A,N/A,N/A,N/A,2.52
37,Providence College,3.58,Bachelors,Providence,M,N/A,0,0,1,Data Scientist,05/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,8.89
38,Providence College,3.1,Phd,Providence,F,N/A,1,N/A,2,Data Scientist,01/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,7.78
39,Providence College,3.23,Phd,Providence,F,0,0,1,3,Data Scientist,11/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,8.98
40,Providence College,2.45,Masters,Providence,F,1,1,N/A,1,Data Scientist,10/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,4.83
41,Providence College,3.69,Masters,Providence,N/A,N/A,0,N/A,1,Data Scientist,05/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,7.16
42,Providence College,2.86,Bachelors,Providence,F,0,0,1,1,Data Scientist,11/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,7.91
43,Providence College,2.28,Phd,Providence,N/A,0,1,1,1,Data Scientist,06/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,0.8
44,Providence College,3.33,Bachelors,Providence,F,1,0,N/A,4,Data Scientist,08/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,9.56
45,Providence College,2.43,Masters,Providence,F,1,1,1,2,Data Scientist,08/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,9.7
46,Providence College,2.2,Phd,Providence,M,N/A,1,0,1,Data Scientist,09/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,3.32
47,Providence College,3.72,Bachelors,Providence,N/A,N/A,0,1,3,Data Scientist,12/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A,7.16
48,Providence College,2.92,Bachelors,Providence,F,0,0,0,1,Data Scientist,01/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A,6.64
49,Providence College,3.5,Bachelors,Providence,M,0,1,1,4,Data Scientist,11/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A,6.23
50,Providence College,2.58,Bachelors,Providence,N/A,0,1,0,0,Data Scientist,03/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,6.51
51,Providence College,3.57,Bachelors,Providence,N/A,N/A,1,0,0,Data Scientist,10/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,1.97
52,Providence College,2.22,Phd,Providence,F,1,0,N/A,2,Data Scientist,04/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,1.19
53,Providence College,2.71,Bachelors,Providence,N/A,N/A,0,1,0,Data Scientist,08/21,08/23,N/A,N/A,N/A,N/A,N/A,N/A,9.42
54,Providence College,3.96,Phd,Providence,M,1,1,1,1,Data Scientist,09/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,9.29
55,Providence College,3.59,Bachelors,Providence,M,N/A,0,1,4,Data Scientist,03/16,01/18,N/A,N/A,N/A,N/A,N/A,N/A,5.69
56,Providence College,2.99,Masters,Providence,N/A,N/A,0,0,2,Data Scientist,08/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,7.73
57,Providence College,2.68,Masters,Providence,M,1,0,N/A,1,Data Scientist,03/16,03/18,N/A,N/A,N/A,N/A,N/A,N/A,9.25
58,Providence College,3.74,Bachelors,Providence,N/A,N/A,1,1,0,Data Scientist,07/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A,4.0
59,Providence College,3.09,Masters,Providence,M,N/A,1,N/A,3,Data Scientist,05/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A,3.4
60,Providence College,3.52,Phd,Providence,N/A,0,0,N/A,1,Data Scientist,12/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,1.9
61,Providence College,3.51,Bachelors,Providence,N/A,1,0,0,3,Data Scientist,11/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,1.34
62,Providence College,2.04,Phd,Providence,N/A,1,1,1,3,Data Scientist,12/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,9.75
63,Providence College,2.25,Bachelors,Providence,M,0,0,N/A,2,Data Scientist,05/14,07/14,N/A,N/A,N/A,N/A,N/A,N/A,6.32
64,Providence College,3.32,Masters,Providence,N/A,1,1,1,4,Data Scientist,12/21,12/23,N/A,N/A,N/A,N/A,N/A,N/A,8.71
65,Providence College,2.32,Phd,Providence,N/A,0,1,1,0,Data Scientist,02/16,08/16,N/A,N/A,N/A,N/A,N/A,N/A,7.1
66,Providence College,2.51,Masters,Providence,F,1,1,1,0,Data Scientist,02/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A,1.88
67,Providence College,3.89,Masters,Providence,F,1,1,N/A,1,Data Scientist,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,9.36
68,Providence College,3.12,Bachelors,Providence,N/A,1,1,0,0,Data Scientist,02/14,04/14,N/A,N/A,N/A,N/A,N/A,N/A,7.18
69,Providence College,3.5,Phd,Providence,F,1,1,0,2,Data Scientist,03/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,3.0
70,Providence College,3.12,Masters,Providence,N/A,0,1,N/A,0,Data Scientist,07/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A,4.08
71,Providence College,3.11,Bachelors,Providence,F,0,0,1,1,Data Scientist,06/20,10/20,N/A,N/A,N/A,N/A,N/A,N/A,3.44
72,Providence College,2.19,Bachelors,Providence,M,1,1,1,0,Data Scientist,02/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A,3.91
73,Providence College,2.69,Bachelors,Providence,M,N/A,0,0,4,Data Scientist,09/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A,6.17
74,Providence College,2.56,Masters,Providence,N/A,0,0,N/A,3,Data Scientist,08/18,07/20,N/A,N/A,N/A,N/A,N/A,N/A,7.31
75,Providence College,2.78,Bachelors,Providence,N/A,1,0,N/A,3,Data Scientist,02/17,05/18,N/A,N/A,N/A,N/A,N/A,N/A,9.61
76,Providence College,3.6,Phd,Providence,M,0,1,0,3,Data Scientist,10/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A,10.0
77,Providence College,2.74,Phd,Providence,M,N/A,0,N/A,4,Data Scientist,10/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,6.88
78,Providence College,2.9,Masters,Providence,F,N/A,1,N/A,2,Data Scientist,12/15,04/17,N/A,N/A,N/A,N/A,N/A,N/A,1.09
79,Providence College,2.79,Phd,Providence,N/A,N/A,1,0,1,Data Scientist,08/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,6.49
80,Providence College,2.19,Bachelors,Providence,M,1,0,0,4,Data Scientist,11/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,4.02
81,Providence College,2.88,Masters,Providence,M,1,0,N/A,1,Data Scientist,03/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,3.65
82,Providence College,2.39,Bachelors,Providence,N/A,N/A,0,N/A,2,Data Scientist,10/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,8.51
83,Providence College,2.37,Masters,Providence,F,0,0,0,4,Data Scientist,11/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A,5.15
84,Providence College,2.19,Masters,Providence,F,0,1,0,0,Data Scientist,09/21,08/23,N/A,N/A,N/A,N/A,N/A,N/A,3.11
85,Providence College,2.71,Bachelors,Providence,F,N/A,0,1,2,Data Scientist,12/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,1.58
86,Providence College,3.51,Phd,Providence,F,1,0,N/A,3,Data Scientist,06/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,8.77
87,Providence College,2.55,Phd,Providence,M,0,0,N/A,4,Data Scientist,06/21,07/23,N/A,N/A,N/A,N/A,N/A,N/A,3.51
88,Providence College,2.62,Masters,Providence,N/A,0,0,0,2,Data Scientist,07/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A,5.0
89,Providence College,3.29,Bachelors,Providence,N/A,0,0,0,2,Data Scientist,06/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A,1.07
90,Providence College,2.39,Bachelors,Providence,M,1,1,1,4,Data Scientist,09/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,6.21
91,Providence College,3.79,Masters,Providence,M,N/A,1,1,3,Data Scientist,04/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,6.52
92,Providence College,3.04,Phd,Providence,M,1,1,0,3,Data Scientist,02/18,07/18,N/A,N/A,N/A,N/A,N/A,N/A,3.99
93,Providence College,2.9,Bachelors,Providence,N/A,0,0,N/A,2,Data Scientist,03/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,6.39
94,Providence College,3.12,Phd,Providence,N/A,N/A,0,1,1,Data Scientist,06/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A,0.01
95,Providence College,2.33,Phd,Providence,N/A,1,1,0,2,Data Scientist,02/14,04/15,N/A,N/A,N/A,N/A,N/A,N/A,8.19
96,Providence College,3.23,Masters,Providence,F,N/A,1,0,4,Data Scientist,05/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A,4.73
97,Providence College,2.73,Masters,Providence,M,0,1,0,4,Data Scientist,05/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,3.59
98,Providence College,3.79,Phd,Providence,M,1,1,N/A,4,Data Scientist,12/15,02/17,N/A,N/A,N/A,N/A,N/A,N/A,9.39
99,Providence College,2.34,Bachelors,Providence,M,N/A,0,0,3,Data Scientist,03/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A,2.69
100,Providence College,3.01,Bachelors,Providence,N/A,1,0,0,0,Data Scientist,06/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A,8.65
101,Providence College,3.2,Masters,Providence,M,0,0,N/A,4,Data Scientist,03/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A,5.48
102,Providence College,2.07,Phd,Providence,M,N/A,1,0,4,Data Scientist,09/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,2.24
103,Providence College,2.73,Bachelors,Providence,F,0,1,0,1,Data Scientist,08/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,6.95
104,Providence College,3.47,Bachelors,Providence,N/A,N/A,1,1,1,Data Scientist,01/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,9.5
105,Providence College,3.64,Masters,Providence,M,0,0,0,2,Data Scientist,02/18,04/19,N/A,N/A,N/A,N/A,N/A,N/A,2.21
106,Providence College,2.63,Phd,Providence,N/A,0,0,N/A,2,Data Scientist,08/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,8.23
107,Providence College,3.6,Bachelors,Providence,N/A,1,1,1,2,Data Scientist,12/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A,2.54
108,Providence College,3.94,Masters,Providence,N/A,0,0,0,4,Data Scientist,12/15,07/17,N/A,N/A,N/A,N/A,N/A,N/A,3.56
109,Providence College,3.71,Bachelors,Providence,F,1,1,N/A,1,Data Scientist,11/20,04/22,N/A,N/A,N/A,N/A,N/A,N/A,5.29
110,Providence College,2.24,Bachelors,Providence,N/A,0,1,0,2,Data Scientist,04/16,09/16,N/A,N/A,N/A,N/A,N/A,N/A,3.02
111,Providence College,3.48,Bachelors,Providence,N/A,0,1,1,1,Data Scientist,03/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A,8.04
112,Providence College,2.64,Masters,Providence,N/A,0,0,N/A,4,Data Scientist,09/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,0.18
113,Providence College,3.98,Phd,Providence,M,N/A,1,1,4,Data Scientist,05/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,6.05
114,Providence College,2.97,Masters,Providence,F,1,1,N/A,2,Data Scientist,11/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,2.21
115,Providence College,2.24,Phd,Providence,M,N/A,0,N/A,4,Data Scientist,10/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,9.21
116,Providence College,3.45,Bachelors,Providence,F,1,1,0,4,Data Scientist,02/17,04/18,N/A,N/A,N/A,N/A,N/A,N/A,7.4
117,Providence College,2.65,Phd,Providence,F,0,1,N/A,1,Data Scientist,06/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A,0.01
118,Providence College,3.99,Bachelors,Providence,N/A,N/A,0,N/A,0,Data Scientist,08/21,05/23,N/A,N/A,N/A,N/A,N/A,N/A,1.76
119,Providence College,3.96,Bachelors,Providence,N/A,1,1,0,3,Data Scientist,11/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A,6.68
120,Providence College,3.31,Masters,Providence,M,0,1,N/A,2,Data Scientist,10/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,2.03
121,Providence College,2.26,Bachelors,Providence,F,1,1,N/A,0,Data Scientist,08/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A,6.48
122,Providence College,3.37,Masters,Providence,N/A,1,0,N/A,2,Data Scientist,06/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A,7.87
123,Providence College,2.19,Phd,Providence,N/A,0,1,N/A,0,Data Scientist,06/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,6.93
124,Providence College,2.06,Phd,Providence,N/A,N/A,1,0,4,Data Scientist,03/14,10/14,N/A,N/A,N/A,N/A,N/A,N/A,2.41
125,Providence College,3.65,Bachelors,Providence,N/A,0,1,0,2,Data Scientist,08/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A,8.83
126,Providence College,2.42,Masters,Providence,M,N/A,0,1,0,Data Scientist,12/15,05/17,N/A,N/A,N/A,N/A,N/A,N/A,4.65
127,Providence College,2.76,Bachelors,Providence,M,1,0,N/A,3,Data Scientist,05/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,4.66
128,Providence College,3.95,Masters,Providence,N/A,1,0,0,4,Data Scientist,09/14,09/16,N/A,N/A,N/A,N/A,N/A,N/A,1.56
129,Providence College,2.67,Masters,Providence,N/A,1,1,N/A,2,Data Scientist,01/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A,3.11
130,Providence College,2.59,Masters,Providence,N/A,N/A,0,0,2,Data Scientist,08/15,12/15,N/A,N/A,N/A,N/A,N/A,N/A,3.45
131,Providence College,3.84,Phd,Providence,N/A,0,1,1,0,Data Scientist,10/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,4.53
132,Providence College,2.22,Masters,Providence,N/A,N/A,0,N/A,2,Data Scientist,01/16,07/16,N/A,N/A,N/A,N/A,N/A,N/A,0.87
133,Providence College,3.52,Phd,Providence,F,1,0,1,4,Data Scientist,09/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A,7.41
134,Providence College,3.98,Masters,Providence,F,1,0,1,1,Data Scientist,03/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A,1.32
135,Providence College,3.8,Phd,Providence,F,0,0,1,0,Data Scientist,12/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A,8.15
136,Providence College,3.3,Phd,Providence,F,N/A,1,0,3,Data Scientist,12/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,8.18
137,Providence College,2.63,Phd,Providence,N/A,1,0,N/A,2,Data Scientist,03/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A,0.07
138,Providence College,2.51,Bachelors,Providence,F,N/A,1,0,4,Data Scientist,03/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A,6.77
139,Providence College,3.64,Masters,Providence,F,N/A,1,0,2,Data Scientist,10/16,04/18,N/A,N/A,N/A,N/A,N/A,N/A,8.32
140,Providence College,3.76,Bachelors,Providence,M,0,1,N/A,3,Data Scientist,06/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A,0.99
141,Providence College,3.05,Masters,Providence,F,0,0,N/A,4,Data Scientist,02/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A,3.95
142,Providence College,2.49,Masters,Providence,F,1,0,N/A,3,Data Scientist,04/20,07/20,N/A,N/A,N/A,N/A,N/A,N/A,1.59
143,Providence College,2.23,Bachelors,Providence,N/A,0,1,N/A,4,Data Scientist,11/16,09/17,N/A,N/A,N/A,N/A,N/A,N/A,0.05
144,Providence College,2.17,Phd,Providence,F,N/A,0,0,1,Data Scientist,09/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A,7.21
145,Providence College,3.44,Masters,Providence,F,0,1,N/A,4,Data Scientist,10/14,09/16,N/A,N/A,N/A,N/A,N/A,N/A,6.34
146,Providence College,2.84,Phd,Providence,N/A,N/A,0,N/A,3,Data Scientist,12/14,12/16,N/A,N/A,N/A,N/A,N/A,N/A,6.84
147,Providence College,3.81,Bachelors,Providence,F,1,0,N/A,0,Data Scientist,07/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A,3.15
148,Providence College,3.48,Phd,Providence,N/A,N/A,1,1,1,Data Scientist,03/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,9.89
149,Providence College,2.38,Masters,Providence,F,0,0,N/A,2,Data Scientist,12/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A,5.8
150,Providence College,3.23,Masters,Providence,M,0,1,N/A,1,Data Scientist,05/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A,7.43
151,Providence College,2.87,Masters,Providence,M,1,1,0,1,Data Scientist,09/19,06/21,N/A,N/A,N/A,N/A,N/A,N/A,8.84
152,Providence College,3.15,Bachelors,Providence,F,0,0,1,2,Data Scientist,04/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,6.58
153,Providence College,3.48,Masters,Providence,M,1,0,0,4,Data Scientist,03/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,3.47
154,Providence College,3.61,Bachelors,Providence,N/A,1,0,1,1,Data Scientist,05/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,8.07
155,Providence College,3.69,Phd,Providence,F,0,1,0,1,Data Scientist,09/18,07/20,N/A,N/A,N/A,N/A,N/A,N/A,4.44
156,Providence College,2.51,Masters,Providence,N/A,N/A,0,0,0,Data Scientist,11/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,7.38
157,Providence College,2.06,Masters,Providence,M,1,0,N/A,0,Data Scientist,08/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A,0.08
158,Providence College,3.48,Masters,Providence,N/A,N/A,0,N/A,3,Data Scientist,08/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A,5.25
159,Providence College,2.21,Phd,Providence,M,0,0,1,2,Data Scientist,05/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A,3.68
160,Providence College,2.63,Masters,Providence,M,N/A,1,1,4,Data Scientist,06/18,01/20,N/A,N/A,N/A,N/A,N/A,N/A,8.7
161,Providence College,2.01,Bachelors,Providence,M,N/A,0,1,4,Data Scientist,04/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,8.84
162,Providence College,3.36,Phd,Providence,N/A,N/A,1,N/A,3,Data Scientist,07/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,0.15
163,Providence College,2.33,Phd,Providence,M,N/A,0,0,4,Data Scientist,08/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A,1.38
164,Providence College,3.31,Phd,Providence,F,0,0,1,4,Data Scientist,11/14,07/16,N/A,N/A,N/A,N/A,N/A,N/A,5.63
165,Providence College,3.98,Phd,Providence,M,0,0,N/A,0,Data Scientist,12/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,0.89
166,Providence College,2.15,Phd,Providence,F,N/A,1,N/A,4,Data Scientist,04/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,8.31
167,Providence College,2.15,Bachelors,Providence,F,0,1,0,4,Data Scientist,08/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,0.58
168,Providence College,2.68,Phd,Providence,F,0,0,0,3,Data Scientist,07/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,9.76
169,Providence College,3.73,Masters,Providence,F,1,1,N/A,3,Data Scientist,01/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A,4.58
170,Providence College,2.43,Phd,Providence,N/A,0,1,0,1,Data Scientist,03/17,12/18,N/A,N/A,N/A,N/A,N/A,N/A,8.95
171,Providence College,2.72,Phd,Providence,F,N/A,0,0,4,Data Scientist,01/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A,3.13
172,Providence College,2.14,Phd,Providence,M,0,0,N/A,4,Data Scientist,01/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A,9.02
173,Providence College,3.53,Phd,Providence,F,0,0,1,4,Data Scientist,08/19,10/20,N/A,N/A,N/A,N/A,N/A,N/A,6.78
174,Providence College,2.82,Phd,Providence,M,0,0,1,0,Data Scientist,12/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,2.62
175,Providence College,3.52,Bachelors,Providence,N/A,0,0,N/A,4,Data Scientist,10/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A,7.82
176,Providence College,3.81,Bachelors,Providence,F,1,0,1,0,Data Scientist,09/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A,5.33
177,Providence College,2.47,Phd,Providence,M,N/A,1,N/A,1,Data Scientist,05/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,1.79
178,Providence College,3.61,Bachelors,Providence,N/A,N/A,0,N/A,2,Data Scientist,02/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A,9.59
179,Providence College,2.12,Masters,Providence,N/A,0,0,0,4,Data Scientist,07/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,1.14
180,Providence College,3.8,Phd,Providence,M,0,0,1,3,Data Scientist,07/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,7.33
181,Providence College,3.3,Masters,Providence,F,1,0,N/A,3,Data Scientist,02/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A,7.42
182,Providence College,3.75,Masters,Providence,N/A,0,1,1,4,Data Scientist,07/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,4.51
183,Providence College,2.0,Phd,Providence,M,1,1,1,0,Data Scientist,04/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A,0.12
184,Providence College,2.34,Masters,Providence,F,N/A,1,1,3,Data Scientist,03/20,12/20,N/A,N/A,N/A,N/A,N/A,N/A,0.87
