Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
44,Providence College,3.33,Bachelors,Providence,F,1,0,N/A,4,Data Scientist,08/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A
45,Providence College,2.43,Masters,Providence,F,1,1,1,2,Data Scientist,08/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A
46,Providence College,2.2,Phd,Providence,M,N/A,1,0,1,Data Scientist,09/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A
47,Providence College,3.72,Bachelors,Providence,N/A,N/A,0,1,3,Data Scientist,12/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A
48,Providence College,2.92,Bachelors,Providence,F,0,0,0,1,Data Scientist,01/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A
49,Providence College,3.5,Bachelors,Providence,M,0,1,1,4,Data Scientist,11/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A
50,Providence College,2.58,Bachelors,Providence,N/A,0,1,0,0,Data Scientist,03/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A
51,Providence College,3.57,Bachelors,Providence,N/A,N/A,1,0,0,Data Scientist,10/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A
52,Providence College,2.22,Phd,Providence,F,1,0,N/A,2,Data Scientist,04/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A
53,Providence College,2.71,Bachelors,Providence,N/A,N/A,0,1,0,Data Scientist,08/21,08/23,N/A,N/A,N/A,N/A,N/A,N/A
54,Providence College,3.96,Phd,Providence,M,1,1,1,1,Data Scientist,09/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A
55,Providence College,3.59,Bachelors,Providence,M,N/A,0,1,4,Data Scientist,03/16,01/18,N/A,N/A,N/A,N/A,N/A,N/A
56,Providence College,2.99,Masters,Providence,N/A,N/A,0,0,2,Data Scientist,08/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A
57,Providence College,2.68,Masters,Providence,M,1,0,N/A,1,Data Scientist,03/16,03/18,N/A,N/A,N/A,N/A,N/A,N/A
58,Providence College,3.74,Bachelors,Providence,N/A,N/A,1,1,0,Data Scientist,07/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A
59,Providence College,3.09,Masters,Providence,M,N/A,1,N/A,3,Data Scientist,05/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A
60,Providence College,3.52,Phd,Providence,N/A,0,0,N/A,1,Data Scientist,12/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A
61,Providence College,3.51,Bachelors,Providence,N/A,1,0,0,3,Data Scientist,11/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A
62,Providence College,2.04,Phd,Providence,N/A,1,1,1,3,Data Scientist,12/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A
63,Providence College,2.25,Bachelors,Providence,M,0,0,N/A,2,Data Scientist,05/14,07/14,N/A,N/A,N/A,N/A,N/A,N/A
64,Providence College,3.32,Masters,Providence,N/A,1,1,1,4,Data Scientist,12/21,12/23,N/A,N/A,N/A,N/A,N/A,N/A
65,Providence College,2.32,Phd,Providence,N/A,0,1,1,0,Data Scientist,02/16,08/16,N/A,N/A,N/A,N/A,N/A,N/A
66,Providence College,2.51,Masters,Providence,F,1,1,1,0,Data Scientist,02/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A
67,Providence College,3.89,Masters,Providence,F,1,1,N/A,1,Data Scientist,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A
68,Providence College,3.12,Bachelors,Providence,N/A,1,1,0,0,Data Scientist,02/14,04/14,N/A,N/A,N/A,N/A,N/A,N/A
69,Providence College,3.5,Phd,Providence,F,1,1,0,2,Data Scientist,03/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A
70,Providence College,3.12,Masters,Providence,N/A,0,1,N/A,0,Data Scientist,07/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A
71,Providence College,3.11,Bachelors,Providence,F,0,0,1,1,Data Scientist,06/20,10/20,N/A,N/A,N/A,N/A,N/A,N/A
72,Providence College,2.19,Bachelors,Providence,M,1,1,1,0,Data Scientist,02/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A
73,Providence College,2.69,Bachelors,Providence,M,N/A,0,0,4,Data Scientist,09/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A
74,Providence College,2.56,Masters,Providence,N/A,0,0,N/A,3,Data Scientist,08/18,07/20,N/A,N/A,N/A,N/A,N/A,N/A
75,Providence College,2.78,Bachelors,Providence,N/A,1,0,N/A,3,Data Scientist,02/17,05/18,N/A,N/A,N/A,N/A,N/A,N/A
76,Providence College,3.6,Phd,Providence,M,0,1,0,3,Data Scientist,10/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A
77,Providence College,2.74,Phd,Providence,M,N/A,0,N/A,4,Data Scientist,10/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A
78,Providence College,2.9,Masters,Providence,F,N/A,1,N/A,2,Data Scientist,12/15,04/17,N/A,N/A,N/A,N/A,N/A,N/A
79,Providence College,2.79,Phd,Providence,N/A,N/A,1,0,1,Data Scientist,08/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A
80,Providence College,2.19,Bachelors,Providence,M,1,0,0,4,Data Scientist,11/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A
81,Providence College,2.88,Masters,Providence,M,1,0,N/A,1,Data Scientist,03/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A
82,Providence College,2.39,Bachelors,Providence,N/A,N/A,0,N/A,2,Data Scientist,10/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A
83,Providence College,2.37,Masters,Providence,F,0,0,0,4,Data Scientist,11/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A
84,Providence College,2.19,Masters,Providence,F,0,1,0,0,Data Scientist,09/21,08/23,N/A,N/A,N/A,N/A,N/A,N/A
85,Providence College,2.71,Bachelors,Providence,F,N/A,0,1,2,Data Scientist,12/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A
86,Providence College,3.51,Phd,Providence,F,1,0,N/A,3,Data Scientist,06/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A
87,Providence College,2.55,Phd,Providence,M,0,0,N/A,4,Data Scientist,06/21,07/23,N/A,N/A,N/A,N/A,N/A,N/A
88,Providence College,2.62,Masters,Providence,N/A,0,0,0,2,Data Scientist,07/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A
89,Providence College,3.29,Bachelors,Providence,N/A,0,0,0,2,Data Scientist,06/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A
90,Providence College,2.39,Bachelors,Providence,M,1,1,1,4,Data Scientist,09/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A
91,Providence College,3.79,Masters,Providence,M,N/A,1,1,3,Data Scientist,04/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A
92,Providence College,3.04,Phd,Providence,M,1,1,0,3,Data Scientist,02/18,07/18,N/A,N/A,N/A,N/A,N/A,N/A
93,Providence College,2.9,Bachelors,Providence,N/A,0,0,N/A,2,Data Scientist,03/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A
94,Providence College,3.12,Phd,Providence,N/A,N/A,0,1,1,Data Scientist,06/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A
95,Providence College,2.33,Phd,Providence,N/A,1,1,0,2,Data Scientist,02/14,04/15,N/A,N/A,N/A,N/A,N/A,N/A
96,Providence College,3.23,Masters,Providence,F,N/A,1,0,4,Data Scientist,05/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A
97,Providence College,2.73,Masters,Providence,M,0,1,0,4,Data Scientist,05/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A
98,Providence College,3.79,Phd,Providence,M,1,1,N/A,4,Data Scientist,12/15,02/17,N/A,N/A,N/A,N/A,N/A,N/A
99,Providence College,2.34,Bachelors,Providence,M,N/A,0,0,3,Data Scientist,03/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A
100,Providence College,3.01,Bachelors,Providence,N/A,1,0,0,0,Data Scientist,06/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A
101,Providence College,3.2,Masters,Providence,M,0,0,N/A,4,Data Scientist,03/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A
102,Providence College,2.07,Phd,Providence,M,N/A,1,0,4,Data Scientist,09/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A
103,Providence College,2.73,Bachelors,Providence,F,0,1,0,1,Data Scientist,08/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A
104,Providence College,3.47,Bachelors,Providence,N/A,N/A,1,1,1,Data Scientist,01/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A
105,Providence College,3.64,Masters,Providence,M,0,0,0,2,Data Scientist,02/18,04/19,N/A,N/A,N/A,N/A,N/A,N/A
106,Providence College,2.63,Phd,Providence,N/A,0,0,N/A,2,Data Scientist,08/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A
107,Providence College,3.6,Bachelors,Providence,N/A,1,1,1,2,Data Scientist,12/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A
108,Providence College,3.94,Masters,Providence,N/A,0,0,0,4,Data Scientist,12/15,07/17,N/A,N/A,N/A,N/A,N/A,N/A
109,Providence College,3.71,Bachelors,Providence,F,1,1,N/A,1,Data Scientist,11/20,04/22,N/A,N/A,N/A,N/A,N/A,N/A
110,Providence College,2.24,Bachelors,Providence,N/A,0,1,0,2,Data Scientist,04/16,09/16,N/A,N/A,N/A,N/A,N/A,N/A
111,Providence College,3.48,Bachelors,Providence,N/A,0,1,1,1,Data Scientist,03/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A
112,Providence College,2.64,Masters,Providence,N/A,0,0,N/A,4,Data Scientist,09/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A
113,Providence College,3.98,Phd,Providence,M,N/A,1,1,4,Data Scientist,05/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A
114,Providence College,2.97,Masters,Providence,F,1,1,N/A,2,Data Scientist,11/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A
115,Providence College,2.24,Phd,Providence,M,N/A,0,N/A,4,Data Scientist,10/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A
116,Providence College,3.45,Bachelors,Providence,F,1,1,0,4,Data Scientist,02/17,04/18,N/A,N/A,N/A,N/A,N/A,N/A
117,Providence College,2.65,Phd,Providence,F,0,1,N/A,1,Data Scientist,06/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A
118,Providence College,3.99,Bachelors,Providence,N/A,N/A,0,N/A,0,Data Scientist,08/21,05/23,N/A,N/A,N/A,N/A,N/A,N/A
119,Providence College,3.96,Bachelors,Providence,N/A,1,1,0,3,Data Scientist,11/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A
120,Providence College,3.31,Masters,Providence,M,0,1,N/A,2,Data Scientist,10/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A
121,Providence College,2.26,Bachelors,Providence,F,1,1,N/A,0,Data Scientist,08/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A
122,Providence College,3.37,Masters,Providence,N/A,1,0,N/A,2,Data Scientist,06/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A
123,Providence College,2.19,Phd,Providence,N/A,0,1,N/A,0,Data Scientist,06/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A
124,Providence College,2.06,Phd,Providence,N/A,N/A,1,0,4,Data Scientist,03/14,10/14,N/A,N/A,N/A,N/A,N/A,N/A
125,Providence College,3.65,Bachelors,Providence,N/A,0,1,0,2,Data Scientist,08/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A
126,Providence College,2.42,Masters,Providence,M,N/A,0,1,0,Data Scientist,12/15,05/17,N/A,N/A,N/A,N/A,N/A,N/A
127,Providence College,2.76,Bachelors,Providence,M,1,0,N/A,3,Data Scientist,05/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A
128,Providence College,3.95,Masters,Providence,N/A,1,0,0,4,Data Scientist,09/14,09/16,N/A,N/A,N/A,N/A,N/A,N/A
129,Providence College,2.67,Masters,Providence,N/A,1,1,N/A,2,Data Scientist,01/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A
130,Providence College,2.59,Masters,Providence,N/A,N/A,0,0,2,Data Scientist,08/15,12/15,N/A,N/A,N/A,N/A,N/A,N/A
131,Providence College,3.84,Phd,Providence,N/A,0,1,1,0,Data Scientist,10/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A
132,Providence College,2.22,Masters,Providence,N/A,N/A,0,N/A,2,Data Scientist,01/16,07/16,N/A,N/A,N/A,N/A,N/A,N/A
133,Providence College,3.52,Phd,Providence,F,1,0,1,4,Data Scientist,09/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A
134,Providence College,3.98,Masters,Providence,F,1,0,1,1,Data Scientist,03/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A
135,Providence College,3.8,Phd,Providence,F,0,0,1,0,Data Scientist,12/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A
136,Providence College,3.3,Phd,Providence,F,N/A,1,0,3,Data Scientist,12/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A
137,Providence College,2.63,Phd,Providence,N/A,1,0,N/A,2,Data Scientist,03/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A
138,Providence College,2.51,Bachelors,Providence,F,N/A,1,0,4,Data Scientist,03/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A
139,Providence College,3.64,Masters,Providence,F,N/A,1,0,2,Data Scientist,10/16,04/18,N/A,N/A,N/A,N/A,N/A,N/A
140,Providence College,3.76,Bachelors,Providence,M,0,1,N/A,3,Data Scientist,06/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A
141,Providence College,3.05,Masters,Providence,F,0,0,N/A,4,Data Scientist,02/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A
142,Providence College,2.49,Masters,Providence,F,1,0,N/A,3,Data Scientist,04/20,07/20,N/A,N/A,N/A,N/A,N/A,N/A
143,Providence College,2.23,Bachelors,Providence,N/A,0,1,N/A,4,Data Scientist,11/16,09/17,N/A,N/A,N/A,N/A,N/A,N/A
144,Providence College,2.17,Phd,Providence,F,N/A,0,0,1,Data Scientist,09/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A
145,Providence College,3.44,Masters,Providence,F,0,1,N/A,4,Data Scientist,10/14,09/16,N/A,N/A,N/A,N/A,N/A,N/A
146,Providence College,2.84,Phd,Providence,N/A,N/A,0,N/A,3,Data Scientist,12/14,12/16,N/A,N/A,N/A,N/A,N/A,N/A
147,Providence College,3.81,Bachelors,Providence,F,1,0,N/A,0,Data Scientist,07/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A
148,Providence College,3.48,Phd,Providence,N/A,N/A,1,1,1,Data Scientist,03/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A
149,Providence College,2.38,Masters,Providence,F,0,0,N/A,2,Data Scientist,12/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A
150,Providence College,3.23,Masters,Providence,M,0,1,N/A,1,Data Scientist,05/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A
151,Providence College,2.87,Masters,Providence,M,1,1,0,1,Data Scientist,09/19,06/21,N/A,N/A,N/A,N/A,N/A,N/A
152,Providence College,3.15,Bachelors,Providence,F,0,0,1,2,Data Scientist,04/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A
153,Providence College,3.48,Masters,Providence,M,1,0,0,4,Data Scientist,03/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A
154,Providence College,3.61,Bachelors,Providence,N/A,1,0,1,1,Data Scientist,05/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A
155,Providence College,3.69,Phd,Providence,F,0,1,0,1,Data Scientist,09/18,07/20,N/A,N/A,N/A,N/A,N/A,N/A
156,Providence College,2.51,Masters,Providence,N/A,N/A,0,0,0,Data Scientist,11/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A
157,Providence College,2.06,Masters,Providence,M,1,0,N/A,0,Data Scientist,08/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A
158,Providence College,3.48,Masters,Providence,N/A,N/A,0,N/A,3,Data Scientist,08/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A
159,Providence College,2.21,Phd,Providence,M,0,0,1,2,Data Scientist,05/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A
160,Providence College,2.63,Masters,Providence,M,N/A,1,1,4,Data Scientist,06/18,01/20,N/A,N/A,N/A,N/A,N/A,N/A
161,Providence College,2.01,Bachelors,Providence,M,N/A,0,1,4,Data Scientist,04/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A
162,Providence College,3.36,Phd,Providence,N/A,N/A,1,N/A,3,Data Scientist,07/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A
163,Providence College,2.33,Phd,Providence,M,N/A,0,0,4,Data Scientist,08/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A
164,Providence College,3.31,Phd,Providence,F,0,0,1,4,Data Scientist,11/14,07/16,N/A,N/A,N/A,N/A,N/A,N/A
165,Providence College,3.98,Phd,Providence,M,0,0,N/A,0,Data Scientist,12/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A
166,Providence College,2.15,Phd,Providence,F,N/A,1,N/A,4,Data Scientist,04/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A
167,Providence College,2.15,Bachelors,Providence,F,0,1,0,4,Data Scientist,08/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A
168,Providence College,2.68,Phd,Providence,F,0,0,0,3,Data Scientist,07/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A
169,Providence College,3.73,Masters,Providence,F,1,1,N/A,3,Data Scientist,01/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A
170,Providence College,2.43,Phd,Providence,N/A,0,1,0,1,Data Scientist,03/17,12/18,N/A,N/A,N/A,N/A,N/A,N/A
171,Providence College,2.72,Phd,Providence,F,N/A,0,0,4,Data Scientist,01/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A
172,Providence College,2.14,Phd,Providence,M,0,0,N/A,4,Data Scientist,01/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A
173,Providence College,3.53,Phd,Providence,F,0,0,1,4,Data Scientist,08/19,10/20,N/A,N/A,N/A,N/A,N/A,N/A
174,Providence College,2.82,Phd,Providence,M,0,0,1,0,Data Scientist,12/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A
175,Providence College,3.52,Bachelors,Providence,N/A,0,0,N/A,4,Data Scientist,10/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A
176,Providence College,3.81,Bachelors,Providence,F,1,0,1,0,Data Scientist,09/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A
177,Providence College,2.47,Phd,Providence,M,N/A,1,N/A,1,Data Scientist,05/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A
178,Providence College,3.61,Bachelors,Providence,N/A,N/A,0,N/A,2,Data Scientist,02/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A
179,Providence College,2.12,Masters,Providence,N/A,0,0,0,4,Data Scientist,07/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A
180,Providence College,3.8,Phd,Providence,M,0,0,1,3,Data Scientist,07/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A
181,Providence College,3.3,Masters,Providence,F,1,0,N/A,3,Data Scientist,02/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A
182,Providence College,3.75,Masters,Providence,N/A,0,1,1,4,Data Scientist,07/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A
183,Providence College,2.0,Phd,Providence,M,1,1,1,0,Data Scientist,04/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A
184,Providence College,2.34,Masters,Providence,F,N/A,1,1,3,Data Scientist,03/20,12/20,N/A,N/A,N/A,N/A,N/A,N/A
185,Providence College,2.78,Masters,Providence,N/A,N/A,0,N/A,3,Data Scientist,09/19,10/20,N/A,N/A,N/A,N/A,N/A,N/A
186,Providence College,2.76,Masters,Providence,M,1,0,0,1,Data Scientist,01/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A
187,Providence College,2.45,Phd,Providence,N/A,N/A,1,1,1,Data Scientist,12/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A
188,Providence College,2.76,Phd,Providence,N/A,0,1,N/A,1,Data Scientist,09/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A
189,Providence College,2.26,Masters,Providence,M,0,0,1,3,Data Scientist,04/16,09/17,N/A,N/A,N/A,N/A,N/A,N/A
190,Providence College,2.83,Phd,Providence,N/A,1,0,0,3,Data Scientist,12/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A
191,Providence College,3.6,Phd,Providence,M,N/A,0,1,4,Data Scientist,08/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A
192,Providence College,2.96,Masters,Providence,F,N/A,0,N/A,4,Data Scientist,09/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A
193,Providence College,2.04,Phd,Providence,M,1,0,1,0,Data Scientist,11/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A
194,Providence College,2.84,Bachelors,Providence,F,1,1,1,3,Data Scientist,07/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A
195,Providence College,2.05,Phd,Providence,N/A,N/A,0,1,4,Data Scientist,06/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A
