Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
51,Morris College,2.14,Bachelors,Jacksonville,M,N/A,0,1,1,Financial Analyst,11/21,06/22,Supply Chain Analyst,08/16,03/17,Mechanical Engineer,03/16,06/17,7.86
52,Goshen College,2.02,Bachelors,San Antonio,F,0,0,0,3,Biomedical Engineer,03/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,5.71
53,Widener University,2.11,Masters,Lexington,F,0,0,0,0,Project Manager,03/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A,0.98
54,University of Charleston South Carolina,2.18,Masters,Kansas City,N/A,1,0,1,1,Pediatric Nurse,10/15,01/16,Paramedic,04/15,09/16,Pharmacist,08/14,08/16,9.64
55,Schiller International University,2.08,Bachelors,Detroit,F,1,1,0,2,Wind Turbine Technician,03/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A,9.81
56,Manchester College,2.96,Masters,Riverside,M,0,0,0,2,Project Manager,09/19,06/20,Biomedical Engineer,03/16,01/18,N/A,N/A,N/A,4.33
57,Towson University,3.16,Bachelors,San Bernardino,M,1,1,1,0,Event Planner,08/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,8.36
58,Pennsylvania State University - Milton S.Hershey Medical Center,2.54,Masters,Indianapolis,M,N/A,1,1,3,Marketing Manager,03/16,03/18,Mechanical Engineer,07/15,03/16,N/A,N/A,N/A,0.08
59,The School of the Art Institute of Chicago,2.8,Masters,San Diego,N/A,N/A,1,1,4,Quality Assurance Manager,01/14,09/14,N/A,N/A,N/A,N/A,N/A,N/A,9.89
60,Wayne State College,2.18,Masters,Charlotte,F,1,1,0,0,Event Planner,01/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,0.58
61,Illinois College,2.67,Bachelors,Fort Wayne,F,0,1,0,4,Dental Hygienist,01/21,06/21,Telecommunications Specialist,11/16,10/17,Dietitian,05/15,05/16,1.86
62,Alderson Broaddus College,3.05,Masters,Los Angeles,F,N/A,1,0,0,AI Researcher,12/15,05/16,Biomedical Engineer,06/14,04/15,N/A,N/A,N/A,0.16
63,Marian College of Fond Du Lac,3.46,Bachelors,Richmond,M,N/A,1,1,2,Software Developer,05/14,07/14,Aircraft Pilot,04/14,01/16,Software Developer,04/14,02/16,9.58
64,Blackburn College,2.01,Bachelors,St. Louis,F,0,1,0,3,Fashion Designer,12/21,12/23,N/A,N/A,N/A,N/A,N/A,N/A,2.17
65,Sinte Gleska University,2.93,Masters,Chula Vista,M,1,0,0,2,Financial Analyst,06/14,12/15,Financial Analyst,01/14,06/14,Veterinarian,01/14,11/14,4.42
66,Dallas Christian College,2.59,Masters,Omaha,F,N/A,1,1,3,Paramedic,02/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A,6.68
67,Hartford College for Women,3.71,Bachelors,Orlando,M,0,1,0,4,Investment Banker,01/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,5.04
68,Coker College,3.43,Bachelors,Honolulu,F,0,1,1,0,Content Writer,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,9.12
69,Albany Law School,3.18,Phd,Laredo,N/A,N/A,1,1,1,Human Resources Specialist,02/14,04/14,Data Scientist,01/14,08/15,N/A,N/A,N/A,9.77
70,Campbell University,2.55,Bachelors,Las Vegas,N/A,1,0,1,1,Dental Hygienist,02/15,01/17,Civil Engineer,01/15,06/16,N/A,N/A,N/A,3.87
71,Letourneau University,3.82,Phd,Columbus,M,N/A,1,0,3,Social Media Coordinator,01/17,03/18,Financial Analyst,12/15,04/16,N/A,N/A,N/A,8.58
72,State University of New York at New Paltz,2.09,Phd,Laredo,M,0,0,0,3,Aircraft Pilot,07/15,04/16,Pharmacist,11/14,07/16,Pharmacist,11/14,02/15,0.17
73,Governors State University,2.22,Phd,Reno,F,N/A,0,0,2,Cybersecurity Analyst,10/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A,7.5
74,Miami University of Ohio,2.78,Masters,Aurora,F,1,1,1,1,Veterinarian,04/20,08/20,Occupational Therapist,01/14,06/14,Mechanical Engineer,01/14,02/15,4.31
75,Stanford University,2.25,Masters,Las Vegas,N/A,0,1,1,2,Firefighter,12/21,12/23,Content Writer,01/15,11/16,Logistician,06/14,05/16,1.42
76,Auburn University at Montgomery,3.91,Bachelors,Raleigh,F,1,0,1,4,Pediatric Nurse,04/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,5.9
77,State University of New York Maritime College,3.6,Phd,Chicago,M,N/A,1,0,1,Environmental Scientist,01/16,06/17,Real Estate Agent,05/14,08/15,Civil Engineer,04/14,03/16,4.66
78,Morningside College,2.52,Masters,Glendale,M,N/A,1,0,4,Data Scientist,10/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,7.04
79,Texas Tech University Health Science Center,3.18,Masters,Long Beach,M,1,0,0,0,Paramedic,05/15,02/16,N/A,N/A,N/A,N/A,N/A,N/A,7.93
80,Swarthmore College,3.96,Masters,Oakland,M,N/A,0,0,2,Data Scientist,04/17,09/18,N/A,N/A,N/A,N/A,N/A,N/A,9.5
81,Fort Hays State University,3.77,Masters,Jacksonville,M,1,1,0,3,Marketing Manager,10/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A,4.72
82,Lesley University,3.2,Masters,New Orleans,N/A,N/A,1,1,1,Software Developer,06/14,05/16,Urban Planner,03/14,03/15,SEO Specialist,03/14,06/14,4.64
83,University of Silesia,3.81,Phd,Bakersfield,N/A,1,1,0,2,Quality Assurance Manager,11/19,04/21,Civil Engineer,07/15,05/17,Veterinarian,09/14,11/15,0.12
84,American Conservatory Theater,3.98,Phd,Aurora,M,1,0,1,3,Real Estate Agent,11/18,06/20,Marketing Manager,01/17,09/17,AI Researcher,02/16,01/18,0.86
85,Bryant and Stratton College,3.49,Phd,Gilbert,F,0,1,1,0,Fashion Designer,09/21,10/22,Speech-Language Pathologist,05/15,08/15,N/A,N/A,N/A,7.63
86,Olive-Harvey College,2.13,Phd,Baton Rouge,M,0,0,0,1,Industrial Designer,12/14,10/15,Quality Assurance Manager,06/14,11/15,Web Developer,06/14,06/16,3.31
87,Universidad de Cuautitlan Izcalli,2.8,Bachelors,Baton Rouge,N/A,1,0,1,4,Veterinarian,08/16,12/17,Urban Planner,09/14,06/16,Veterinarian,06/14,09/14,5.91
88,University of Central Florida,3.68,Phd,Dallas,M,N/A,1,0,0,Occupational Therapist,10/14,01/16,Civil Engineer,04/14,04/15,N/A,N/A,N/A,0.08
89,Whitman College,2.46,Masters,Orlando,N/A,N/A,0,0,3,Financial Analyst,12/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A,5.0
90,St. John's College New Mexico,3.66,Phd,Laredo,N/A,N/A,1,1,1,Real Estate Agent,12/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,8.76
91,Nicholls State University,2.24,Bachelors,Garland,M,1,1,0,1,Project Manager,04/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,7.18
92,New York Medical College,2.09,Masters,Albuquerque,M,1,0,0,0,Archaeologist,04/14,03/16,Human Resources Specialist,03/14,09/15,N/A,N/A,N/A,2.63
93,St. John's University,2.77,Phd,Jacksonville,F,1,1,1,1,Construction Site Manager,02/18,07/18,Dietitian,10/17,02/19,Aircraft Pilot,07/17,07/19,1.97
94,Grace Bible College,2.07,Phd,Saint Paul,N/A,1,0,1,3,Customer Service Manager,03/19,08/20,Industrial Designer,07/14,12/14,Paramedic,02/14,07/14,6.07
95,Pacific Union College,3.91,Phd,Houston,F,0,0,1,0,Industrial Designer,06/21,02/22,Fashion Designer,02/14,04/15,Content Writer,01/14,10/14,6.99
96,Ursuline College,3.65,Masters,Fort Wayne,M,1,1,1,4,Investment Banker,05/16,04/17,Quality Assurance Manager,03/14,12/15,Paramedic,01/14,03/15,6.94
97,Webb Institute,3.6,Masters,Washington,N/A,N/A,1,1,0,Content Writer,11/15,02/16,Quality Assurance Manager,09/15,12/16,N/A,N/A,N/A,0.94
98,The Johns Hopkins University,3.26,Bachelors,Jacksonville,F,0,1,1,0,Telecommunications Specialist,03/14,02/15,Human Resources Specialist,01/14,04/15,Video Game Developer,01/14,03/15,0.51
99,Johnson C. Smith University,2.43,Masters,Anchorage,F,N/A,1,0,4,Supply Chain Analyst,06/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A,9.33
100,Denver Paralegal Institute,3.04,Masters,Toledo,F,1,0,0,3,Investment Banker,01/15,04/15,Biomedical Engineer,02/14,09/14,N/A,N/A,N/A,9.55
101,Kent State University - Stark,3.19,Phd,Toledo,M,0,0,0,2,Supply Chain Analyst,03/21,06/21,Speech-Language Pathologist,12/16,08/17,N/A,N/A,N/A,6.53
102,University of Arkansas for Medical Sciences,3.05,Masters,San Antonio,M,1,0,1,2,Marine Biologist,09/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,2.91
103,Beth-El College of Nursing and Health Sciences,2.52,Phd,Stockton,M,0,1,0,4,Marketing Manager,05/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A,6.6
104,Brooks Institute of Photography,3.03,Phd,Aurora,N/A,N/A,0,1,3,Chemical Technician,05/21,03/23,Sales Representative,08/16,02/18,Pediatric Nurse,09/14,06/15,6.24
105,College of Technology at Jazan,2.98,Masters,Philadelphia,M,1,0,0,1,Human Resources Specialist,04/17,03/19,N/A,N/A,N/A,N/A,N/A,N/A,3.67
106,Nebraska Methodist College of Nursing and Allied Health,3.99,Bachelors,Corpus Christi,N/A,1,1,1,4,High School Teacher,01/20,04/21,Construction Site Manager,05/17,11/18,N/A,N/A,N/A,3.22
107,Central Connecticut State University,3.79,Bachelors,Denver,F,0,1,0,2,Dietitian,12/17,01/19,Project Manager,10/17,11/18,N/A,N/A,N/A,8.03
108,West Virginia School of Osteopathic Medicine,2.93,Masters,Irvine,F,0,1,1,3,Pediatric Nurse,05/15,06/16,Aircraft Pilot,10/14,05/15,N/A,N/A,N/A,7.57
109,Lutheran Bible Institute of Seattle,3.25,Bachelors,Detroit,M,1,0,1,0,Multimedia Artist,12/18,05/20,Occupational Therapist,04/17,12/17,IT Consultant,12/15,07/17,8.99
110,Simon's Rock College,3.5,Phd,Detroit,F,0,1,1,3,Marine Biologist,06/14,06/16,Construction Site Manager,05/14,08/14,Web Developer,04/14,08/15,9.42
111,Edison Community College,2.07,Phd,Fresno,M,1,0,1,3,Telecommunications Specialist,05/19,07/19,N/A,N/A,N/A,N/A,N/A,N/A,4.75
112,The Boston Conservatory,3.79,Masters,Jersey City,N/A,0,0,0,2,Software Developer,06/19,07/20,Quality Assurance Manager,12/17,05/18,Graphic Designer,02/14,11/15,2.31
113,University of Texas at El Paso,3.72,Bachelors,Kansas City,F,N/A,0,0,2,Speech-Language Pathologist,06/21,01/22,Firefighter,03/17,08/17,Biomedical Engineer,07/14,05/15,3.08
114,Seattle University,2.91,Bachelors,New Orleans,M,0,0,1,1,Multimedia Artist,06/17,05/19,Web Developer,02/14,12/14,N/A,N/A,N/A,0.39
115,New York Chiropractic College,2.78,Phd,Winston–Salem,F,N/A,0,1,1,Quality Assurance Manager,03/18,10/18,AI Researcher,03/18,05/19,N/A,N/A,N/A,7.68
116,University of South Carolina - Aiken,2.55,Masters,Tucson,F,0,1,1,4,Software Developer,05/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,1.33
117,Claflin College,2.95,Bachelors,Corpus Christi,M,0,0,0,0,Chemical Technician,11/16,11/17,Fashion Designer,02/16,04/17,N/A,N/A,N/A,6.2
118,University of Texas at Brownsville,2.09,Masters,Fort Worth,F,1,1,1,1,Civil Engineer,10/15,01/17,Project Manager,05/14,06/15,Multimedia Artist,03/14,03/16,2.85
119,Keck Graduate Institute of Applied Life Sciences,3.7,Bachelors,Raleigh,F,0,0,1,2,Construction Site Manager,06/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A,2.33
120,University of Vermont,2.07,Phd,Glendale,F,0,0,0,3,Multimedia Artist,05/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A,8.93
121,College of St. Joseph,2.66,Phd,Omaha,F,N/A,1,1,4,Pediatric Nurse,05/17,10/18,Event Planner,01/16,09/17,N/A,N/A,N/A,3.7
122,Medical College of Pennsylvania and Hahnemann University,3.86,Masters,Anchorage,N/A,0,0,1,1,Investment Banker,01/15,11/16,Marketing Manager,10/14,03/16,N/A,N/A,N/A,3.86
123,Oglala Lakota College,3.47,Phd,Charlotte,F,1,0,0,3,Customer Service Manager,11/21,09/22,Speech-Language Pathologist,10/16,04/17,N/A,N/A,N/A,2.33
124,Linfield College,2.56,Bachelors,Boston,F,N/A,1,1,3,Veterinarian,01/15,05/15,N/A,N/A,N/A,N/A,N/A,N/A,2.16
125,National College of Ireland,2.51,Phd,North Las Vegas,M,1,1,1,1,Public Relations Officer,08/14,06/15,Quality Assurance Manager,01/14,12/14,N/A,N/A,N/A,9.04
126,California Coast University,2.01,Masters,Baltimore,N/A,1,0,0,0,Aircraft Pilot,11/21,04/23,Veterinarian,06/18,12/18,Investment Banker,05/15,08/16,4.81
127,Lasell College,3.39,Masters,Chandler,M,1,0,1,0,Biomedical Engineer,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,0.57
128,Brandeis University,2.1,Masters,New Delhi,M,1,0,0,4,Event Planner,06/19,05/21,Wind Turbine Technician,02/16,06/17,N/A,N/A,N/A,5.55
129,Culver-Stockton College,3.07,Bachelors,Fort Worth,M,N/A,1,1,0,Real Estate Agent,06/21,11/22,Video Game Developer,03/17,08/17,SEO Specialist,04/15,06/15,6.51
130,Flagler College,3.92,Bachelors,Lubbock,N/A,0,0,1,4,Speech-Language Pathologist,12/15,05/17,Data Scientist,05/15,08/15,Event Planner,04/14,08/14,2.44
131,Norwich University,2.22,Bachelors,San Antonio,M,1,1,1,2,Marine Biologist,01/20,11/20,Archaeologist,03/15,09/15,N/A,N/A,N/A,7.63
132,Pratt Institute,3.79,Bachelors,Newark,M,N/A,1,1,1,Software Developer,09/14,01/15,Occupational Therapist,08/14,11/15,Paramedic,02/14,11/14,9.11
133,Albany Medical Center,3.98,Bachelors,Louisville,M,1,0,1,3,Urban Planner,12/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A,7.39
134,Washington Bible College,2.12,Phd,Oakland,F,0,1,0,4,Chemical Technician,03/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A,4.28
135,Aquinas College,3.77,Bachelors,North Las Vegas,M,N/A,0,1,0,Wind Turbine Technician,02/16,02/17,Archaeologist,12/14,04/16,Archaeologist,11/14,09/15,1.03
136,Westminster College Fulton,3.03,Bachelors,Honolulu,N/A,N/A,0,1,4,Wind Turbine Technician,09/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A,9.38
137,Western Carolina University,3.81,Phd,Detroit,N/A,0,1,0,4,Logistician,10/19,05/20,Dietitian,05/14,01/15,N/A,N/A,N/A,9.6
138,Franklin W. Olin College of Engineering,3.14,Bachelors,Henderson,F,N/A,1,0,0,Pediatric Nurse,09/17,04/19,Web Developer,09/16,01/17,Archaeologist,02/16,06/16,4.55
139,State University of New York at Binghamton,3.32,Masters,Laredo,N/A,0,1,1,0,Financial Analyst,07/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A,1.85
140,Pennsylvania State University Great Valley,3.09,Bachelors,Anaheim,N/A,N/A,1,0,1,Cybersecurity Analyst,02/14,08/14,Real Estate Agent,01/14,06/14,N/A,N/A,N/A,1.22
141,Osaka University,3.73,Bachelors,Durham,F,N/A,1,1,3,Chemical Technician,04/19,11/20,Mechanical Engineer,12/14,12/15,N/A,N/A,N/A,9.46
142,Illinois College of Optometry,3.47,Masters,Nashville,M,0,1,0,1,Software Developer,03/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A,4.87
143,The Corcoran College of Art,3.04,Masters,Gilbert,F,0,0,0,1,IT Consultant,04/14,04/16,Construction Site Manager,03/14,01/16,Video Game Developer,01/14,03/14,2.16
144,Ohio University,3.74,Masters,Melbourne,M,N/A,0,1,0,Public Relations Officer,08/15,04/17,Biomedical Engineer,05/15,05/17,N/A,N/A,N/A,6.19
145,Philander Smith College,2.49,Masters,Lincoln,M,N/A,0,0,0,Telecommunications Specialist,06/15,07/16,Dental Hygienist,03/14,07/14,N/A,N/A,N/A,2.76
146,Tiffin University,2.31,Bachelors,Richmond,N/A,0,1,1,3,Environmental Scientist,04/20,07/20,Pharmacist,04/20,07/20,N/A,N/A,N/A,9.73
147,Hampton University,2.32,Masters,Milwaukee,F,0,1,0,4,Forensic Accountant,04/14,08/14,Pediatric Nurse,01/14,12/14,N/A,N/A,N/A,4.77
148,Dartmouth College,2.67,Masters,Oakland,N/A,N/A,1,0,1,Project Manager,09/15,07/16,Social Media Coordinator,10/14,09/16,Pharmacist,01/14,07/15,2.35
149,University of North Texas Health Science Center at Fort Worth,2.48,Phd,Saint Paul,N/A,N/A,0,0,3,Event Planner,10/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,2.91
150,Dominican College of San Rafael,3.86,Masters,Omaha,M,N/A,0,1,1,Financial Analyst,12/14,12/16,N/A,N/A,N/A,N/A,N/A,N/A,4.21
151,Christian Brothers University,2.21,Masters,Columbus,N/A,0,1,1,4,SEO Specialist,07/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A,9.6
152,Crown College,3.4,Phd,Madison,F,N/A,1,0,1,Human Resources Specialist,10/16,09/18,Real Estate Agent,01/16,03/17,N/A,N/A,N/A,3.11
153,Utah State University,2.38,Phd,Hialeah,N/A,1,1,1,2,Firefighter,03/18,02/19,Wind Turbine Technician,01/16,03/16,Aircraft Pilot,09/15,03/17,9.6
154,Thiel College,3.76,Bachelors,Indianapolis,N/A,0,1,1,3,Event Planner,12/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A,2.65
155,California School of Professional Psychology - San Diego,3.92,Phd,Jacksonville,M,N/A,0,1,0,Pediatric Nurse,06/17,10/17,Environmental Scientist,05/14,12/15,Pediatric Nurse,01/14,10/14,9.87
156,New York College of Podiatric Medicine,2.93,Bachelors,Chesapeake,F,0,0,0,1,Aircraft Pilot,05/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,3.61
157,American InterContinental University - Georgia,3.76,Phd,Bakersfield,N/A,1,0,1,3,Software Developer,08/14,02/15,Public Relations Officer,04/14,02/15,N/A,N/A,N/A,2.46
158,North Park University,2.01,Phd,Newark,M,0,1,0,3,Firefighter,02/18,05/18,N/A,N/A,N/A,N/A,N/A,N/A,0.39
159,Baylor College of Medicine,3.64,Bachelors,Colorado Springs,N/A,N/A,0,0,1,Firefighter,08/21,06/23,Logistician,10/20,08/22,N/A,N/A,N/A,2.49
160,Brooklyn Law School,2.46,Phd,Henderson,F,1,1,0,0,Graphic Designer,07/21,06/22,Archaeologist,05/19,06/20,N/A,N/A,N/A,9.25
161,Western Connecticut State University,3.82,Bachelors,Orlando,N/A,1,1,0,0,Speech-Language Pathologist,06/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,6.64
