Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
12,Rush University,3.18,Phd,Washington,M,0,0,1,3,Occupational Therapist,12/20,04/21,SEO Specialist,05/19,01/21,High School Teacher,11/17,01/18,2.06
13,College of New Rochelle,4.0,Bachelors,Winston–Salem,M,N/A,1,1,3,Graphic Designer,02/21,08/21,Mechanical Engineer,02/18,05/19,Environmental Scientist,06/14,02/15,4.68
14,The Art Institute of Boston,3.11,Phd,Stockton,F,1,0,0,3,Multimedia Artist,05/20,04/21,Project Manager,06/17,06/18,Biomedical Engineer,12/15,01/17,1.12
15,Atlantic International University,2.95,Bachelors,Wichita,F,N/A,1,0,4,Firefighter,12/16,09/17,Speech-Language Pathologist,11/16,07/17,N/A,N/A,N/A,0.46
16,St. Bernard's Institute,2.63,Masters,Philadelphia,N/A,N/A,1,0,4,Social Media Coordinator,03/14,10/15,Industrial Designer,01/14,12/15,N/A,N/A,N/A,9.4
17,Pacifica Graduate Institute,2.24,Bachelors,Greensboro,F,1,0,1,2,Industrial Designer,03/17,09/18,N/A,N/A,N/A,N/A,N/A,N/A,5.98
18,McMurry University,3.46,Bachelors,Hialeah,M,N/A,1,0,2,Pediatric Nurse,01/15,01/17,Investment Banker,10/14,12/15,Marketing Manager,08/14,11/14,6.88
19,University of North Carolina at Charlotte,2.39,Bachelors,Virginia Beach,F,1,0,0,2,Event Planner,12/19,09/20,Project Manager,02/16,05/16,Paramedic,05/15,08/16,2.71
20,Bastyr University,2.23,Masters,Honolulu,N/A,N/A,0,1,3,Industrial Designer,03/16,08/16,Occupational Therapist,12/15,08/17,Data Scientist,09/15,02/17,0.56
21,University of North Carolina at Asheville,2.84,Bachelors,Lincoln,N/A,0,0,1,4,Software Developer,10/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,8.68
22,Southern Utah University,3.59,Masters,Las Vegas,M,N/A,0,0,3,SEO Specialist,05/16,08/17,Social Media Coordinator,01/14,09/15,N/A,N/A,N/A,1.57
23,Lees-McRae College,3.49,Phd,Charlotte,M,0,0,1,2,Content Writer,05/16,03/17,Fashion Designer,01/16,07/17,Real Estate Agent,08/14,08/16,3.9
24,College of the Ozarks,2.11,Bachelors,Wichita,N/A,0,1,0,4,Cybersecurity Analyst,06/15,09/15,Content Writer,06/14,04/15,N/A,N/A,N/A,7.9
25,Thomas Aquinas College,2.91,Masters,Lubbock,N/A,0,1,1,1,Pharmacist,12/18,09/20,N/A,N/A,N/A,N/A,N/A,N/A,9.67
26,St. Olaf College,3.04,Masters,Chula Vista,N/A,0,1,1,0,Logistician,02/21,11/22,Graphic Designer,03/16,06/16,N/A,N/A,N/A,7.12
27,Louisiana State University at Eunice,3.29,Bachelors,Corpus Christi,M,0,1,0,0,Occupational Therapist,09/17,10/18,Event Planner,06/17,02/18,Veterinarian,09/15,08/17,2.78
28,Dakota Wesleyan University,3.3,Phd,Irving,N/A,1,0,1,2,Content Writer,11/18,09/19,Marine Biologist,12/15,05/17,N/A,N/A,N/A,9.6
29,Rider University,2.73,Masters,St. Petersburg,N/A,1,0,1,3,IT Consultant,10/15,10/16,Urban Planner,08/14,06/15,N/A,N/A,N/A,1.31
30,Morningside College,3.12,Bachelors,Baton Rouge,M,1,1,1,1,Occupational Therapist,10/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,2.6
31,Chaminade University of Honolulu,2.96,Phd,Honolulu,F,0,0,0,4,Fashion Designer,06/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,0.86
32,Princeton University,3.77,Masters,Wichita,F,N/A,1,1,3,Telecommunications Specialist,02/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,1.17
33,Elmhurst College,3.06,Masters,El Paso,N/A,1,1,1,2,Civil Engineer,06/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A,7.92
34,Southwest Baptist University,2.88,Phd,San Bernardino,F,N/A,1,0,3,Pediatric Nurse,11/15,05/16,Financial Analyst,10/15,07/16,N/A,N/A,N/A,0.49
35,Alfred Adler Graduate School,2.81,Phd,Oklahoma City,F,N/A,1,0,2,Real Estate Agent,10/18,08/19,Data Scientist,11/17,10/19,N/A,N/A,N/A,9.87
36,Carroll College Helena,3.14,Bachelors,El Paso,F,0,0,1,0,Financial Analyst,12/16,12/18,N/A,N/A,N/A,N/A,N/A,N/A,8.67
37,Lagrange College,3.61,Bachelors,Chula Vista,F,0,0,1,0,Graphic Designer,12/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A,9.88
38,Marymount University,3.08,Masters,Houston,N/A,0,1,1,3,Mechanical Engineer,07/14,03/15,Pediatric Nurse,02/14,01/15,Marketing Manager,02/14,10/14,5.39
39,University of Central Arkansas,3.32,Phd,Henderson,F,1,1,0,1,Pharmacist,04/19,11/20,Paramedic,05/14,03/16,Sales Representative,05/14,01/15,4.74
40,Evangel University,3.48,Phd,Durham,F,0,1,1,4,Graphic Designer,11/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,1.96
41,Ohio State University - Lima,3.04,Phd,Glendale,M,1,1,0,2,Software Developer,10/15,01/17,Environmental Scientist,05/15,12/15,N/A,N/A,N/A,9.0
42,Fort Valley State College,2.85,Masters,Winston–Salem,N/A,1,1,0,4,Web Developer,12/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,9.79
43,University of Pennsylvania,3.75,Phd,Montreal,M,1,0,1,0,Veterinarian,05/19,04/21,Marine Biologist,12/14,11/16,N/A,N/A,N/A,5.86
44,The Illinois Institute of Art-Chicago,2.84,Phd,Charlotte,M,1,1,1,1,Chemical Technician,11/20,06/21,AI Researcher,06/18,05/19,N/A,N/A,N/A,4.49
45,Johns Hopkins University,2.92,Masters,Tucson,N/A,0,1,0,1,Supply Chain Analyst,07/20,06/22,Quality Assurance Manager,08/19,08/20,Civil Engineer,03/15,07/15,9.75
46,Mount Vernon College,3.98,Bachelors,Milwaukee,F,1,0,1,4,Fashion Designer,08/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,7.77
47,Vassar College,2.0,Bachelors,Bakersfield,M,0,0,1,0,Investment Banker,08/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,5.07
48,Brenau University,2.37,Masters,Chula Vista,N/A,0,0,0,4,Software Developer,02/15,09/15,Veterinarian,04/14,02/16,N/A,N/A,N/A,7.72
49,Morris College,2.77,Phd,Atlanta,F,1,0,1,3,Quality Assurance Manager,12/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A,6.93
50,ITT Technical Institute Portland,3.87,Masters,Tucson,N/A,0,0,0,1,High School Teacher,09/14,06/15,Paramedic,09/14,02/16,Investment Banker,06/14,07/15,1.07
51,Morris College,2.14,Bachelors,Jacksonville,M,N/A,0,1,1,Financial Analyst,11/21,06/22,Supply Chain Analyst,08/16,03/17,Mechanical Engineer,03/16,06/17,4.58
52,Goshen College,2.02,Bachelors,San Antonio,F,0,0,0,3,Biomedical Engineer,03/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,1.49
53,Widener University,2.11,Masters,Lexington,F,0,0,0,0,Project Manager,03/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A,8.77
54,University of Charleston South Carolina,2.18,Masters,Kansas City,N/A,1,0,1,1,Pediatric Nurse,10/15,01/16,Paramedic,04/15,09/16,Pharmacist,08/14,08/16,0.42
55,Schiller International University,2.08,Bachelors,Detroit,F,1,1,0,2,Wind Turbine Technician,03/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A,6.1
56,Manchester College,2.96,Masters,Riverside,M,0,0,0,2,Project Manager,09/19,06/20,Biomedical Engineer,03/16,01/18,N/A,N/A,N/A,1.69
57,Towson University,3.16,Bachelors,San Bernardino,M,1,1,1,0,Event Planner,08/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,9.01
58,Pennsylvania State University - Milton S.Hershey Medical Center,2.54,Masters,Indianapolis,M,N/A,1,1,3,Marketing Manager,03/16,03/18,Mechanical Engineer,07/15,03/16,N/A,N/A,N/A,7.89
59,The School of the Art Institute of Chicago,2.8,Masters,San Diego,N/A,N/A,1,1,4,Quality Assurance Manager,01/14,09/14,N/A,N/A,N/A,N/A,N/A,N/A,8.82
60,Wayne State College,2.18,Masters,Charlotte,F,1,1,0,0,Event Planner,01/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,1.29
61,Illinois College,2.67,Bachelors,Fort Wayne,F,0,1,0,4,Dental Hygienist,01/21,06/21,Telecommunications Specialist,11/16,10/17,Dietitian,05/15,05/16,9.25
62,Alderson Broaddus College,3.05,Masters,Los Angeles,F,N/A,1,0,0,AI Researcher,12/15,05/16,Biomedical Engineer,06/14,04/15,N/A,N/A,N/A,2.54
63,Marian College of Fond Du Lac,3.46,Bachelors,Richmond,M,N/A,1,1,2,Software Developer,05/14,07/14,Aircraft Pilot,04/14,01/16,Software Developer,04/14,02/16,3.04
64,Blackburn College,2.01,Bachelors,St. Louis,F,0,1,0,3,Fashion Designer,12/21,12/23,N/A,N/A,N/A,N/A,N/A,N/A,5.16
65,Sinte Gleska University,2.93,Masters,Chula Vista,M,1,0,0,2,Financial Analyst,06/14,12/15,Financial Analyst,01/14,06/14,Veterinarian,01/14,11/14,9.42
66,Dallas Christian College,2.59,Masters,Omaha,F,N/A,1,1,3,Paramedic,02/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A,8.85
67,Hartford College for Women,3.71,Bachelors,Orlando,M,0,1,0,4,Investment Banker,01/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,1.44
68,Coker College,3.43,Bachelors,Honolulu,F,0,1,1,0,Content Writer,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,4.1
69,Albany Law School,3.18,Phd,Laredo,N/A,N/A,1,1,1,Human Resources Specialist,02/14,04/14,Data Scientist,01/14,08/15,N/A,N/A,N/A,4.09
70,Campbell University,2.55,Bachelors,Las Vegas,N/A,1,0,1,1,Dental Hygienist,02/15,01/17,Civil Engineer,01/15,06/16,N/A,N/A,N/A,7.91
71,Letourneau University,3.82,Phd,Columbus,M,N/A,1,0,3,Social Media Coordinator,01/17,03/18,Financial Analyst,12/15,04/16,N/A,N/A,N/A,1.66
72,State University of New York at New Paltz,2.09,Phd,Laredo,M,0,0,0,3,Aircraft Pilot,07/15,04/16,Pharmacist,11/14,07/16,Pharmacist,11/14,02/15,6.37
73,Governors State University,2.22,Phd,Reno,F,N/A,0,0,2,Cybersecurity Analyst,10/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A,1.33
74,Miami University of Ohio,2.78,Masters,Aurora,F,1,1,1,1,Veterinarian,04/20,08/20,Occupational Therapist,01/14,06/14,Mechanical Engineer,01/14,02/15,7.27
75,Stanford University,2.25,Masters,Las Vegas,N/A,0,1,1,2,Firefighter,12/21,12/23,Content Writer,01/15,11/16,Logistician,06/14,05/16,8.88
76,Auburn University at Montgomery,3.91,Bachelors,Raleigh,F,1,0,1,4,Pediatric Nurse,04/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,0.45
77,State University of New York Maritime College,3.6,Phd,Chicago,M,N/A,1,0,1,Environmental Scientist,01/16,06/17,Real Estate Agent,05/14,08/15,Civil Engineer,04/14,03/16,4.57
78,Morningside College,2.52,Masters,Glendale,M,N/A,1,0,4,Data Scientist,10/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,9.76
79,Texas Tech University Health Science Center,3.18,Masters,Long Beach,M,1,0,0,0,Paramedic,05/15,02/16,N/A,N/A,N/A,N/A,N/A,N/A,4.83
80,Swarthmore College,3.96,Masters,Oakland,M,N/A,0,0,2,Data Scientist,04/17,09/18,N/A,N/A,N/A,N/A,N/A,N/A,0.8
81,Fort Hays State University,3.77,Masters,Jacksonville,M,1,1,0,3,Marketing Manager,10/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A,5.77
82,Lesley University,3.2,Masters,New Orleans,N/A,N/A,1,1,1,Software Developer,06/14,05/16,Urban Planner,03/14,03/15,SEO Specialist,03/14,06/14,7.74
83,Hacettepe University,3.81,Phd,Bakersfield,N/A,1,1,0,2,Quality Assurance Manager,11/19,04/21,Civil Engineer,07/15,05/17,Veterinarian,09/14,11/15,5.89
84,American Conservatory Theater,3.98,Phd,Aurora,M,1,0,1,3,Real Estate Agent,11/18,06/20,Marketing Manager,01/17,09/17,AI Researcher,02/16,01/18,4.0
85,Bryant and Stratton College,3.49,Phd,Gilbert,F,0,1,1,0,Fashion Designer,09/21,10/22,Speech-Language Pathologist,05/15,08/15,N/A,N/A,N/A,9.77
86,Olive-Harvey College,2.13,Phd,Baton Rouge,M,0,0,0,1,Industrial Designer,12/14,10/15,Quality Assurance Manager,06/14,11/15,Web Developer,06/14,06/16,3.72
87,Puntland State University,2.8,Bachelors,Baton Rouge,N/A,1,0,1,4,Veterinarian,08/16,12/17,Urban Planner,09/14,06/16,Veterinarian,06/14,09/14,6.48
88,University of Central Florida,3.68,Phd,Dallas,M,N/A,1,0,0,Occupational Therapist,10/14,01/16,Civil Engineer,04/14,04/15,N/A,N/A,N/A,5.87
89,Whitman College,2.46,Masters,Orlando,N/A,N/A,0,0,3,Financial Analyst,12/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A,5.87
90,St. John's College New Mexico,3.66,Phd,Laredo,N/A,N/A,1,1,1,Real Estate Agent,12/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,4.54
91,Nicholls State University,2.24,Bachelors,Garland,M,1,1,0,1,Project Manager,04/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,5.67
92,New York Medical College,2.09,Masters,Albuquerque,M,1,0,0,0,Archaeologist,04/14,03/16,Human Resources Specialist,03/14,09/15,N/A,N/A,N/A,4.11
93,St. John's University,2.77,Phd,Jacksonville,F,1,1,1,1,Construction Site Manager,02/18,07/18,Dietitian,10/17,02/19,Aircraft Pilot,07/17,07/19,6.81
94,Grace Bible College,2.07,Phd,Saint Paul,N/A,1,0,1,3,Customer Service Manager,03/19,08/20,Industrial Designer,07/14,12/14,Paramedic,02/14,07/14,9.72
95,Pacific Union College,3.91,Phd,Houston,F,0,0,1,0,Industrial Designer,06/21,02/22,Fashion Designer,02/14,04/15,Content Writer,01/14,10/14,5.94
96,Ursuline College,3.65,Masters,Fort Wayne,M,1,1,1,4,Investment Banker,05/16,04/17,Quality Assurance Manager,03/14,12/15,Paramedic,01/14,03/15,3.79
97,Webb Institute,3.6,Masters,Washington,N/A,N/A,1,1,0,Content Writer,11/15,02/16,Quality Assurance Manager,09/15,12/16,N/A,N/A,N/A,7.93
98,The Johns Hopkins University,3.26,Bachelors,Jacksonville,F,0,1,1,0,Telecommunications Specialist,03/14,02/15,Human Resources Specialist,01/14,04/15,Video Game Developer,01/14,03/15,5.44
99,Johnson C. Smith University,2.43,Masters,Anchorage,F,N/A,1,0,4,Supply Chain Analyst,06/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A,3.26
100,Denver Paralegal Institute,3.04,Masters,Toledo,F,1,0,0,3,Investment Banker,01/15,04/15,Biomedical Engineer,02/14,09/14,N/A,N/A,N/A,4.27
101,Kent State University - Stark,3.19,Phd,Toledo,M,0,0,0,2,Supply Chain Analyst,03/21,06/21,Speech-Language Pathologist,12/16,08/17,N/A,N/A,N/A,6.55
102,University of Arkansas for Medical Sciences,3.05,Masters,San Antonio,M,1,0,1,2,Marine Biologist,09/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,1.87
103,Beth-El College of Nursing and Health Sciences,2.52,Phd,Stockton,M,0,1,0,4,Marketing Manager,05/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A,0.58
104,Brooks Institute of Photography,3.03,Phd,Aurora,N/A,N/A,0,1,3,Chemical Technician,05/21,03/23,Sales Representative,08/16,02/18,Pediatric Nurse,09/14,06/15,6.58
105,Thiagarajar College of Engineering,2.98,Masters,Philadelphia,M,1,0,0,1,Human Resources Specialist,04/17,03/19,N/A,N/A,N/A,N/A,N/A,N/A,0.61
106,Nebraska Methodist College of Nursing and Allied Health,3.99,Bachelors,Corpus Christi,N/A,1,1,1,4,High School Teacher,01/20,04/21,Construction Site Manager,05/17,11/18,N/A,N/A,N/A,8.45
107,Central Connecticut State University,3.79,Bachelors,Denver,F,0,1,0,2,Dietitian,12/17,01/19,Project Manager,10/17,11/18,N/A,N/A,N/A,2.23
108,West Virginia School of Osteopathic Medicine,2.93,Masters,Irvine,F,0,1,1,3,Pediatric Nurse,05/15,06/16,Aircraft Pilot,10/14,05/15,N/A,N/A,N/A,9.59
109,Lutheran Bible Institute of Seattle,3.25,Bachelors,Detroit,M,1,0,1,0,Multimedia Artist,12/18,05/20,Occupational Therapist,04/17,12/17,IT Consultant,12/15,07/17,8.9
110,Simon's Rock College,3.5,Phd,Detroit,F,0,1,1,3,Marine Biologist,06/14,06/16,Construction Site Manager,05/14,08/14,Web Developer,04/14,08/15,4.2
111,Edison Community College,2.07,Phd,Fresno,M,1,0,1,3,Telecommunications Specialist,05/19,07/19,N/A,N/A,N/A,N/A,N/A,N/A,6.64
112,The Boston Conservatory,3.79,Masters,Jersey City,N/A,0,0,0,2,Software Developer,06/19,07/20,Quality Assurance Manager,12/17,05/18,Graphic Designer,02/14,11/15,2.72
113,University of Texas at El Paso,3.72,Bachelors,Kansas City,F,N/A,0,0,2,Speech-Language Pathologist,06/21,01/22,Firefighter,03/17,08/17,Biomedical Engineer,07/14,05/15,3.19
114,Seattle University,2.91,Bachelors,New Orleans,M,0,0,1,1,Multimedia Artist,06/17,05/19,Web Developer,02/14,12/14,N/A,N/A,N/A,0.21
115,New York Chiropractic College,2.78,Phd,Winston–Salem,F,N/A,0,1,1,Quality Assurance Manager,03/18,10/18,AI Researcher,03/18,05/19,N/A,N/A,N/A,8.59
116,University of South Carolina - Aiken,2.55,Masters,Tucson,F,0,1,1,4,Software Developer,05/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,2.65
117,Claflin College,2.95,Bachelors,Corpus Christi,M,0,0,0,0,Chemical Technician,11/16,11/17,Fashion Designer,02/16,04/17,N/A,N/A,N/A,9.83
118,University of Texas at Brownsville,2.09,Masters,Fort Worth,F,1,1,1,1,Civil Engineer,10/15,01/17,Project Manager,05/14,06/15,Multimedia Artist,03/14,03/16,6.06
119,Keck Graduate Institute of Applied Life Sciences,3.7,Bachelors,Raleigh,F,0,0,1,2,Construction Site Manager,06/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A,6.31
120,University of Vermont,2.07,Phd,Glendale,F,0,0,0,3,Multimedia Artist,05/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A,2.71
121,College of St. Joseph,2.66,Phd,Omaha,F,N/A,1,1,4,Pediatric Nurse,05/17,10/18,Event Planner,01/16,09/17,N/A,N/A,N/A,3.83
122,Medical College of Pennsylvania and Hahnemann University,3.86,Masters,Anchorage,N/A,0,0,1,1,Investment Banker,01/15,11/16,Marketing Manager,10/14,03/16,N/A,N/A,N/A,3.18
123,Oglala Lakota College,3.47,Phd,Charlotte,F,1,0,0,3,Customer Service Manager,11/21,09/22,Speech-Language Pathologist,10/16,04/17,N/A,N/A,N/A,4.67
124,Linfield College,2.56,Bachelors,Boston,F,N/A,1,1,3,Veterinarian,01/15,05/15,N/A,N/A,N/A,N/A,N/A,N/A,6.59
125,Ecole Nationale Supérieure de Techniques Avancées,2.51,Phd,North Las Vegas,M,1,1,1,1,Public Relations Officer,08/14,06/15,Quality Assurance Manager,01/14,12/14,N/A,N/A,N/A,3.46
126,California Coast University,2.01,Masters,Baltimore,N/A,1,0,0,0,Aircraft Pilot,11/21,04/23,Veterinarian,06/18,12/18,Investment Banker,05/15,08/16,0.55
127,Lasell College,3.39,Masters,Chandler,M,1,0,1,0,Biomedical Engineer,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,7.89
128,Brandeis University,2.1,Masters,New Delhi,M,1,0,0,4,Event Planner,06/19,05/21,Wind Turbine Technician,02/16,06/17,N/A,N/A,N/A,8.43
129,Culver-Stockton College,3.07,Bachelors,Fort Worth,M,N/A,1,1,0,Real Estate Agent,06/21,11/22,Video Game Developer,03/17,08/17,SEO Specialist,04/15,06/15,9.95
130,Flagler College,3.92,Bachelors,Lubbock,N/A,0,0,1,4,Speech-Language Pathologist,12/15,05/17,Data Scientist,05/15,08/15,Event Planner,04/14,08/14,2.59
131,Norwich University,2.22,Bachelors,San Antonio,M,1,1,1,2,Marine Biologist,01/20,11/20,Archaeologist,03/15,09/15,N/A,N/A,N/A,8.95
132,Pratt Institute,3.79,Bachelors,Newark,M,N/A,1,1,1,Software Developer,09/14,01/15,Occupational Therapist,08/14,11/15,Paramedic,02/14,11/14,5.07
133,Albany Medical Center,3.98,Bachelors,Louisville,M,1,0,1,3,Urban Planner,12/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A,2.51
134,Washington Bible College,2.12,Phd,Oakland,F,0,1,0,4,Chemical Technician,03/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A,2.3
135,Aquinas College,3.77,Bachelors,North Las Vegas,M,N/A,0,1,0,Wind Turbine Technician,02/16,02/17,Archaeologist,12/14,04/16,Archaeologist,11/14,09/15,2.64
136,Westminster College Fulton,3.03,Bachelors,Honolulu,N/A,N/A,0,1,4,Wind Turbine Technician,09/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A,4.94
137,Western Carolina University,3.81,Phd,Detroit,N/A,0,1,0,4,Logistician,10/19,05/20,Dietitian,05/14,01/15,N/A,N/A,N/A,3.98
138,Franklin W. Olin College of Engineering,3.14,Bachelors,Henderson,F,N/A,1,0,0,Pediatric Nurse,09/17,04/19,Web Developer,09/16,01/17,Archaeologist,02/16,06/16,8.34
139,State University of New York at Binghamton,3.32,Masters,Laredo,N/A,0,1,1,0,Financial Analyst,07/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A,7.13
140,Pennsylvania State University Great Valley,3.09,Bachelors,Anaheim,N/A,N/A,1,0,1,Cybersecurity Analyst,02/14,08/14,Real Estate Agent,01/14,06/14,N/A,N/A,N/A,3.04
141,Prasetiya Mulya Business School,3.73,Bachelors,Durham,F,N/A,1,1,3,Chemical Technician,04/19,11/20,Mechanical Engineer,12/14,12/15,N/A,N/A,N/A,1.66
142,Illinois College of Optometry,3.47,Masters,Nashville,M,0,1,0,1,Software Developer,03/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A,7.21
143,The Corcoran College of Art,3.04,Masters,Gilbert,F,0,0,0,1,IT Consultant,04/14,04/16,Construction Site Manager,03/14,01/16,Video Game Developer,01/14,03/14,6.98
144,Ohio University,3.74,Masters,Melbourne,M,N/A,0,1,0,Public Relations Officer,08/15,04/17,Biomedical Engineer,05/15,05/17,N/A,N/A,N/A,4.59
145,Philander Smith College,2.49,Masters,Lincoln,M,N/A,0,0,0,Telecommunications Specialist,06/15,07/16,Dental Hygienist,03/14,07/14,N/A,N/A,N/A,7.21
146,Tiffin University,2.31,Bachelors,Richmond,N/A,0,1,1,3,Environmental Scientist,04/20,07/20,Pharmacist,04/20,07/20,N/A,N/A,N/A,2.53
147,Hampton University,2.32,Masters,Milwaukee,F,0,1,0,4,Forensic Accountant,04/14,08/14,Pediatric Nurse,01/14,12/14,N/A,N/A,N/A,1.18
148,Dartmouth College,2.67,Masters,Oakland,N/A,N/A,1,0,1,Project Manager,09/15,07/16,Social Media Coordinator,10/14,09/16,Pharmacist,01/14,07/15,1.2
149,University of North Texas Health Science Center at Fort Worth,2.48,Phd,Saint Paul,N/A,N/A,0,0,3,Event Planner,10/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,5.46
150,Dominican College of San Rafael,3.86,Masters,Omaha,M,N/A,0,1,1,Financial Analyst,12/14,12/16,N/A,N/A,N/A,N/A,N/A,N/A,5.68
151,Christian Brothers University,2.21,Masters,Columbus,N/A,0,1,1,4,SEO Specialist,07/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A,1.73
152,Crown College,3.4,Phd,Madison,F,N/A,1,0,1,Human Resources Specialist,10/16,09/18,Real Estate Agent,01/16,03/17,N/A,N/A,N/A,6.12
153,Utah State University,2.38,Phd,Hialeah,N/A,1,1,1,2,Firefighter,03/18,02/19,Wind Turbine Technician,01/16,03/16,Aircraft Pilot,09/15,03/17,5.13
154,Thiel College,3.76,Bachelors,Indianapolis,N/A,0,1,1,3,Event Planner,12/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A,2.1
155,California School of Professional Psychology - San Diego,3.92,Phd,Jacksonville,M,N/A,0,1,0,Pediatric Nurse,06/17,10/17,Environmental Scientist,05/14,12/15,Pediatric Nurse,01/14,10/14,3.16
156,New York College of Podiatric Medicine,2.93,Bachelors,Chesapeake,F,0,0,0,1,Aircraft Pilot,05/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,0.01
157,American InterContinental University - Georgia,3.76,Phd,Bakersfield,N/A,1,0,1,3,Software Developer,08/14,02/15,Public Relations Officer,04/14,02/15,N/A,N/A,N/A,2.71
158,North Park University,2.01,Phd,Newark,M,0,1,0,3,Firefighter,02/18,05/18,N/A,N/A,N/A,N/A,N/A,N/A,6.13
159,Baylor College of Medicine,3.64,Bachelors,Colorado Springs,N/A,N/A,0,0,1,Firefighter,08/21,06/23,Logistician,10/20,08/22,N/A,N/A,N/A,4.93
160,Brooklyn Law School,2.46,Phd,Henderson,F,1,1,0,0,Graphic Designer,07/21,06/22,Archaeologist,05/19,06/20,N/A,N/A,N/A,3.13
161,Western Connecticut State University,3.82,Bachelors,Orlando,N/A,1,1,0,0,Speech-Language Pathologist,06/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,6.81
