applicant_id,score
"663","8.27"
"664","2.55"
"665","0.86"
"666","1.0"
"667","4.89"
"668","5.35"
"669","3.33"
"670","7.68"
"671","1.95"
"672","8.88"
"673","3.8"
"674","0.67"
"675","1.55"
"676","3.09"
"677","7.82"
"678","6.15"
"679","4.69"
"680","1.7"
"681","4.5"
"682","9.69"
"683","7.32"
"684","5.67"
"685","2.67"
"686","7.69"
"687","8.83"
"688","4.5"
"689","1.43"
"690","4.96"
"691","1.89"
"692","4.26"
"693","6.61"
"694","8.6"
"695","1.6"
"696","9.23"
"697","8.0"
"698","3.88"
"699","8.58"
"700","2.02"
"701","5.39"
"702","6.17"
"703","2.13"
"704","4.87"
"705","8.65"
"706","7.61"
"707","1.29"
"708","8.39"
"709","2.4"
"710","9.21"
"711","2.06"
"712","8.14"
"713","0.44"
"714","4.85"
"715","8.13"
"716","1.56"
"717","5.48"
"718","5.06"
"719","0.42"
"720","9.69"
"721","0.84"
"722","4.25"
"723","0.75"
"724","3.35"
"725","1.76"
"726","7.03"
"727","6.68"
"728","4.2"
"729","7.32"
"730","6.62"
"731","6.82"
"732","9.2"
"733","9.31"
"734","0.64"
"735","9.85"
"736","2.25"
"737","4.52"
"738","7.85"
"739","3.51"
"740","1.94"
"741","2.21"
"742","6.86"
"743","9.32"
"744","5.06"
"745","9.17"
"746","8.38"
"747","5.25"
"748","0.68"
"749","1.96"
"750","7.83"
"751","6.46"
"752","8.24"
"753","7.82"
"754","3.89"
"755","5.07"
"756","0.11"
"757","8.23"
"758","8.15"
"759","0.6"
"760","6.2"
"761","4.54"
"762","7.43"
"763","1.51"
"764","2.69"
"765","1.64"
"766","5.83"
"767","6.45"
"768","7.01"
"769","1.96"
"770","4.02"
"771","2.37"
"772","4.67"
"773","9.14"
"774","8.94"
"775","8.21"
"776","6.58"
"777","9.95"
"778","7.65"
"779","1.9"
"780","3.75"
"781","4.98"
"782","3.89"
"783","6.85"
"784","4.54"
"785","1.9"
"786","9.31"
"787","4.1"
"788","4.63"
"789","0.23"
"790","9.67"
"791","5.52"
"792","9.49"
"793","4.49"
"794","1.23"
"795","1.46"
"796","5.37"
"797","3.4"
"798","6.35"
"799","0.29"
"800","3.53"
"801","8.8"
"802","2.09"
"803","5.52"
"804","8.46"
"805","4.09"
"806","6.88"
"807","4.54"
"808","3.62"
"809","4.36"
"810","7.35"
"811","9.43"
"812","8.7"
"813","9.65"
"814","4.43"
"815","7.34"
"816","7.91"
"817","0.2"
"818","6.38"
"819","9.46"
"820","3.47"
"821","9.15"
"822","5.81"
"823","3.58"
"824","2.31"
"825","6.05"
"826","8.37"
"827","0.1"
"828","8.11"
"829","2.17"
"830","6.43"
"831","0.27"
"832","4.64"
"833","3.46"
"834","0.36"
"835","6.42"
"836","8.14"
"837","1.86"
"838","2.38"
"839","8.04"
"840","8.5"
"841","1.0"
"842","6.44"
"843","7.1"
"844","4.88"
"845","0.91"
"846","6.25"
"847","4.81"
"848","9.65"
"849","0.16"
"850","6.92"
"851","1.47"
"852","9.7"
"853","6.3"
"854","0.82"
"855","9.68"
"856","1.82"
"857","5.65"
"858","9.4"
"859","2.41"
"860","0.55"
"861","8.15"
"862","9.58"
"863","2.07"
"864","1.73"
"865","1.68"
"866","4.54"
"867","0.28"
"868","2.39"
"869","5.71"
"870","0.98"
"871","2.19"
"872","5.46"
"873","5.71"
"874","5.17"
"875","6.53"
"876","6.06"
"877","0.11"
"878","6.51"
"879","0.76"
"880","6.15"
"881","1.91"
"882","4.04"
"883","2.89"
"884","2.34"
"885","8.72"
"886","6.67"
"887","0.61"
"888","3.48"
"889","1.39"
"890","9.89"
"891","0.16"
"892","8.08"
"893","0.92"
"894","4.06"
"895","3.36"
"896","3.09"
"897","5.4"
"898","9.58"
"899","1.76"
"900","1.78"
"901","2.7"
"902","7.3"
"903","6.61"
"904","1.49"
"905","7.8"
"906","0.94"
"907","6.25"
"908","6.33"
"909","6.2"
"910","3.26"
"911","2.7"
"912","6.99"
"913","9.67"
"914","7.62"
"915","2.8"
"916","3.34"
"917","4.25"
"918","7.71"
"919","7.88"
"920","2.76"
"921","3.45"
"922","5.9"
"923","4.36"
"924","3.25"
"925","3.34"
"926","7.02"
"927","5.04"
"928","4.71"
"929","7.1"
"930","2.31"
"931","6.07"
"932","6.55"
"933","6.01"
"934","2.24"
"935","7.6"
"936","6.72"
"937","5.37"
"938","3.72"
"939","1.27"
"940","1.35"
"941","0.96"
"942","2.7"
"943","2.14"
"944","8.22"
"945","9.24"
"946","7.99"
"947","7.23"
"948","8.68"
"949","2.3"
"950","0.48"
"951","6.16"
"952","0.7"
"953","4.42"
"954","4.07"
"955","0.76"
"956","4.61"
"957","9.18"
"958","2.39"
"959","5.77"
"960","2.1"
"961","0.03"
"962","4.4"
"963","0.51"
"964","3.91"
"965","2.89"
"966","6.31"
"967","9.05"
"968","6.59"
"969","1.38"
"970","1.29"
"971","8.88"
"972","7.79"
"973","3.16"
"974","7.41"
"975","6.22"
"976","5.41"
"977","8.95"
"978","4.97"
"979","9.89"
"980","6.89"
"981","5.53"
"982","0.75"
"983","7.76"
"984","1.93"
"985","6.76"
"986","6.37"
"987","3.03"
"988","0.48"
"989","3.2"
"990","3.15"
"991","3.58"
"992","3.71"
"993","6.15"
"994","6.79"
"995","4.82"
"996","6.81"
"997","6.36"
"998","8.5"
"999","5.95"
"1000","9.33"
"1001","7.11"
"1002","9.07"
"1003","0.84"
"1004","6.74"
"1005","5.27"
"1006","1.18"
"1007","8.85"
"1008","2.86"
"1009","5.56"
"1010","3.78"
"1011","2.44"
"1012","5.86"
"1013","3.37"
"1014","9.21"
"1015","8.54"
"1016","4.4"
"1017","7.49"
"1018","0.2"
"1019","2.29"
"1020","9.52"
"1021","8.56"
"1022","5.65"
"1023","2.9"
"1024","9.21"
"1025","5.48"
"1026","6.67"
"1027","3.35"
"1028","1.03"
"1029","1.84"
"1030","2.98"
"1031","7.25"
"1032","7.02"
"1033","1.25"
"1034","5.44"
"1035","7.48"
"1036","1.82"
"1037","8.01"
"1038","6.52"
"1039","4.04"
"1040","0.64"
"1041","5.37"
"1042","6.41"
"1043","5.31"
"1044","2.51"
"1045","4.03"
"1046","7.41"
"1047","4.13"
"1048","5.59"
"1049","6.2"
"1050","1.47"
"1051","6.91"
"1052","0.87"
"1053","1.76"
"1054","7.74"
"1055","5.69"
"1056","5.03"
"1057","6.75"
"1058","4.31"
"1059","5.39"
"1060","6.55"
"1061","5.9"
"1062","7.35"
"1063","2.75"
"1064","0.57"
"1065","7.79"
"1066","5.83"
"1067","5.56"
"1068","4.31"
"1069","8.4"
"1070","1.6"
"1071","5.72"
"1072","3.84"
"1073","9.37"
"1074","9.63"
"1075","4.6"
"1076","0.18"
"1077","2.48"
"1078","5.12"
"1079","3.69"
"1080","0.98"
"1081","8.41"
"1082","7.43"
"1083","1.39"
"1084","9.06"
"1085","1.27"
"1086","7.69"
"1087","4.19"
"1088","6.3"
"1089","7.25"
"1090","9.5"
"1091","7.9"
"1092","6.11"
"1093","3.55"
"1094","8.88"
"1095","3.02"
"1096","2.44"
"1097","2.83"
"1098","5.74"
"1099","6.15"
"1100","7.47"
"1101","4.01"
"1102","2.87"
"1103","2.39"
"1104","1.97"
"1105","0.87"
"1106","6.43"
"1107","5.18"
"1108","9.97"
"1109","1.41"
"1110","7.49"
"1111","2.64"
"1112","5.46"
"1113","8.55"
"1114","6.76"
"1115","6.57"
"1116","0.2"
"1117","3.16"
"1118","9.31"
"1119","0.62"
"1120","0.99"
"1121","2.72"
"1122","9.2"
"1123","8.52"
"1124","2.62"
"1125","8.18"
"1126","4.15"
"1127","3.9"
"1128","1.91"
"1129","1.87"
"1130","6.27"
"1131","3.72"
"1132","0.67"
"1133","1.08"
"1134","7.59"
"1135","7.15"
"1136","4.76"
"1137","5.78"
"1138","3.91"
"1139","1.16"
"1140","5.48"
"1141","6.73"
"1142","9.77"
"1143","2.52"
"1144","6.94"
"1145","1.79"
"1146","3.32"
"1147","4.04"
"1148","4.73"
"1149","3.41"
"1150","5.11"
"1151","7.8"
"1152","8.02"
"1153","9.26"
"1154","3.0"
"1155","9.69"
"1156","9.43"
"1157","7.73"
"1158","3.68"
"1159","6.09"
"1160","7.84"
"1161","5.16"
"1162","3.68"
"1163","4.47"
"1164","2.85"
"1165","2.62"
"1166","1.88"
"1167","2.37"
"1168","0.52"
"1169","7.1"
"1170","6.9"
"1171","1.76"
"1172","8.41"
"1173","5.6"
"1174","6.55"
"1175","1.56"
"1176","2.25"
"1177","6.41"
"1178","7.52"
"1179","0.23"
"1180","0.7"
"1181","1.7"
"1182","5.61"
"1183","5.77"
"1184","9.35"
"1185","9.6"
"1186","3.36"
"1187","3.84"
"1188","5.43"
"1189","7.05"
"1190","4.33"
"1191","9.71"
"1192","8.56"
"1193","9.91"
"1194","4.29"
"1195","3.31"
"1196","9.33"
"1197","6.39"
"1198","3.87"
"1199","1.03"
"1200","8.97"
"1201","4.23"
"1202","7.63"
"1203","0.72"
"1204","1.63"
"1205","6.37"
"1206","0.47"
"1207","9.47"
"1208","1.09"
"1209","8.37"
"1210","6.03"
"1211","5.77"
"1212","4.71"
"1213","3.87"
"1214","8.49"
"1215","7.62"
"1216","4.44"
"1217","4.69"
"1218","8.99"
"1219","7.83"
"1220","4.93"
"1221","7.79"
"1222","2.49"
"1223","9.76"
"1224","1.36"
"1225","4.77"
"1226","8.93"
"1227","4.16"
"1228","9.8"
"1229","1.51"
"1230","3.07"
"1231","2.72"
"1232","3.78"
"1233","1.02"
"1234","5.27"
"1235","8.97"
"1236","8.05"
"1237","0.4"
"1238","9.34"
"1239","3.0"
"1240","2.71"
"1241","2.15"
"1242","8.22"
"1243","6.93"
"1244","3.95"
"1245","1.06"
"1246","6.08"
"1247","5.59"
"1248","2.55"
"1249","0.68"
"1250","7.78"
"1251","7.37"
"1252","1.03"
"1253","2.38"
"1254","5.36"
"1255","5.14"
"1256","4.54"
"1257","4.75"
"1258","7.95"
"1259","0.29"
"1260","0.59"
"1261","3.26"
"1262","8.18"
"1263","8.23"
"1264","9.43"
"1265","1.7"
"1266","4.29"
"1267","7.9"
"1268","7.12"
"1269","7.54"
"1270","7.2"
"1271","6.03"
"1272","0.57"
"1273","4.43"
"1274","3.36"
"1275","2.01"
"1276","8.29"
"1277","5.69"
"1278","0.23"
"1279","5.52"
"1280","0.12"
"1281","1.82"
"1282","6.91"
"1283","0.87"
"1284","7.97"
"1285","3.78"
"1286","6.37"
"1287","9.49"
"1288","8.86"
"1289","8.52"
"1290","9.98"
"1291","3.42"
"1292","6.56"
"1293","6.94"
"1294","0.21"
"1295","2.35"
"1296","7.32"
"1297","8.64"
"1298","5.84"
"1299","8.03"
"1300","7.91"
"1301","1.62"
"1302","4.32"
"1303","4.4"
"1304","2.56"
"1305","4.5"
"1306","1.46"
"1307","6.02"
"1308","2.85"
"1309","8.34"
"1310","6.87"
"1311","4.31"
"1312","6.52"
"1313","1.18"
"1314","4.65"
"1315","8.74"
"1316","9.33"
"1317","3.83"
"1318","0.15"
"1319","5.56"
"1320","1.95"
"1321","8.82"
"1322","2.61"
"1323","1.97"
"1324","0.6"
"1325","5.65"
"1326","5.49"
"1327","7.47"
"1328","5.88"
"1329","7.79"
"1330","5.94"
"1331","7.85"
"1332","4.58"
"1333","7.33"
"1334","4.53"
"1335","4.04"
"1336","4.81"
"1337","6.16"
"1338","9.46"
"1339","1.18"
"1340","1.46"
"1341","1.67"
"1342","8.67"
"1343","1.89"
"1344","5.64"
"1345","4.46"
"1346","6.07"
"1347","4.42"
"1348","3.17"
"1349","3.18"
"1350","1.15"
"1351","5.52"
"1352","2.98"
"1353","6.04"
"1354","3.02"
"1355","9.44"
"1356","5.93"
"1357","2.4"
"1358","1.2"
"1359","6.66"
"1360","6.57"
"1361","7.22"
"1362","4.68"
"1363","5.25"
"1364","8.69"
"1365","1.83"
"1366","5.64"
"1367","0.39"
"1368","8.16"
"1369","7.26"
"1370","7.68"
"1371","1.17"
"1372","9.64"
"1373","5.93"
"1374","1.58"
"1375","0.07"
"1376","6.7"
"1377","1.38"
"1378","1.18"
"1379","4.98"
"1380","6.6"
"1381","6.09"
"1382","9.38"
"1383","3.81"
"1384","2.04"
"1385","7.52"
"1386","2.03"
"1387","8.8"
"1388","6.07"
"1389","5.7"
"1390","4.57"
"1391","0.64"
"1392","2.46"
"1393","7.77"
"1394","1.24"
"1395","2.04"
"1396","5.15"
"1397","0.53"
"1398","7.03"
"1399","8.72"
"1400","8.26"
"1401","7.94"
"1402","8.04"
"1403","6.67"
"1404","5.14"
"1405","9.04"
"1406","7.95"
"1407","4.9"
"1408","2.71"
"1409","6.65"
"1410","8.41"
"1411","7.67"
"1412","6.8"
"1413","7.35"
"1414","5.53"
"1415","4.22"
"1416","4.55"
"1417","9.81"
"1418","5.07"
"1419","1.71"
"1420","7.49"
"1421","5.42"
"1422","3.57"
"1423","2.16"
"1424","6.45"
"1425","9.99"
"1426","1.43"
"1427","8.48"
"1428","4.21"
"1429","2.1"
"1430","3.19"
"1431","6.13"
"1432","8.14"
"1433","6.01"
"1434","7.15"
"1435","2.44"
"1436","3.8"
"1437","4.21"
"1438","8.33"
"1439","2.52"
"1440","8.36"
"1441","3.42"
"1442","8.21"
"1443","0.36"
"1444","3.68"
"1445","5.71"
"1446","7.74"
"1447","1.74"
"1448","0.91"
"1449","4.71"
"1450","0.7"
"1451","7.08"
"1452","8.13"
"1453","8.12"
"1454","6.69"
"1455","6.61"
"1456","8.2"
"1457","3.76"
"1458","2.6"
"1459","0.8"
"1460","1.41"
"1461","8.66"
"1462","3.01"
"1463","7.04"
"1464","4.29"
"1465","6.78"
"1466","3.34"
"1467","2.9"
"1468","2.34"
"1469","9.91"
"1470","2.7"
"1471","1.9"
"1472","1.92"
"1473","5.59"
"1474","8.63"
"1475","3.43"
"1476","8.15"
"1477","7.08"
"1478","8.46"
"1479","1.13"
"1480","5.65"
"1481","3.56"
"1482","9.11"
"1483","6.78"
"1484","5.07"
"1485","6.03"
"1486","7.46"
"1487","2.81"
"1488","2.09"
"1489","7.04"
"1490","1.4"
"1491","2.16"
"1492","8.57"
"1493","1.21"
"1494","5.01"
"1495","9.05"
"1496","3.02"
"1497","6.61"
"1498","0.47"
"1499","9.31"
"1500","3.79"
"1501","1.72"
"1502","8.91"
"1503","2.87"
"1504","9.97"
"1505","6.44"
"1506","5.03"
"1507","9.98"
"1508","8.73"
"1509","9.96"
"1510","5.89"
"1511","4.02"
"1512","3.16"
"1513","6.27"
"1514","6.94"
"1515","0.52"
"1516","9.16"
"1517","7.98"
"1518","2.94"
"1519","6.85"
"1520","8.78"
"1521","8.27"
"1522","3.88"
"1523","3.61"
"1524","9.69"
"1525","9.72"
"1526","6.43"
"1527","9.99"
"1528","4.34"
"1529","6.2"
"1530","2.41"
"1531","8.68"
"1532","6.54"
"1533","1.28"
"1534","1.14"
"1535","9.7"
"1536","5.05"
"1537","2.2"
"1538","5.3"
"1539","1.05"
"1540","4.81"
"1541","6.42"
"1542","5.63"
"1543","4.97"
"1544","0.34"
"1545","1.64"
"1546","0.31"
"1547","2.18"
"1548","5.51"
"1549","5.15"
"1550","9.56"
"1551","3.49"
"1552","7.37"
"1553","9.29"
"1554","3.61"
"1555","3.38"
"1556","2.71"
"1557","1.65"
"1558","5.47"
"1559","9.2"
"1560","1.85"
"1561","5.33"
"1562","5.31"
"1563","6.49"
"1564","7.44"
"1565","5.42"
"1566","7.07"
"1567","4.0"
"1568","2.35"
"1569","7.6"
"1570","6.16"
"1571","0.86"
"1572","6.76"
"1573","3.54"
"1574","1.4"
"1575","8.4"
"1576","4.24"
"1577","1.11"
"1578","6.39"
"1579","9.0"
"1580","0.42"
"1581","9.95"
"1582","1.52"
"1583","8.27"
"1584","2.01"
"1585","2.9"
"1586","5.92"
"1587","3.68"
"1588","7.7"
"1589","4.99"
"1590","1.72"
"1591","9.55"
"1592","6.46"
"1593","7.59"
"1594","1.3"
"1595","8.29"
"1596","1.92"
"1597","5.79"
"1598","7.01"
"1599","0.25"
"1600","0.37"
"1601","0.73"
"1602","4.12"
"1603","4.19"
"1604","5.96"
"1605","8.82"
"1606","4.56"
"1607","3.86"
"1608","0.85"
"1609","1.52"
"1610","3.38"
"1611","7.48"
"1612","5.04"
"1613","5.69"
"1614","3.41"
"1615","9.91"
"1616","4.26"
"1617","2.19"
"1618","7.12"
"1619","5.04"
"1620","5.96"
"1621","5.81"
"1622","3.83"
"1623","2.47"
"1624","5.72"
"1625","5.19"
"1626","3.61"
"1627","7.76"
"1628","2.99"
"1629","6.52"
"1630","1.87"
"1631","4.94"
"1632","2.58"
"1633","8.66"
"1634","0.89"
"1635","3.67"
"1636","1.09"
"1637","6.63"
"1638","8.67"
"1639","2.92"
"1640","3.92"
"1641","6.24"
"1642","2.46"
"1643","4.06"
"1644","6.95"
"1645","7.35"
"1646","9.99"
"1647","8.41"
"1648","8.85"
"1649","5.18"
"1650","5.33"
"1651","5.08"
"1652","8.35"
"1653","8.76"
"1654","5.41"
"1655","5.32"
"1656","6.05"
"1657","5.72"
"1658","9.68"
"1659","3.98"
"1660","8.76"
"1661","3.51"
"1662","4.49"
"1663","9.87"
"1664","2.97"
