Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
88,University of Central Florida,3.68,Phd,Dallas,M,N/A,1,0,0,Accountant,10/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A
89,Whitman College,2.46,Masters,Orlando,N/A,N/A,0,0,3,Social Media Coordinator,12/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A
90,St. John's College New Mexico,3.66,Phd,Laredo,N/A,N/A,1,1,1,Multimedia Artist,12/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A
91,Nicholls State University,2.24,Bachelors,Garland,M,1,1,0,1,Product Designer,04/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A
92,New York Medical College,2.09,Masters,Albuquerque,M,1,0,0,0,Software Engineer,04/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A
93,St. John's University,2.77,Phd,Jacksonville,F,1,1,1,1,Data Scientist,02/18,07/18,N/A,N/A,N/A,N/A,N/A,N/A
94,Grace Bible College,2.07,Phd,Saint Paul,N/A,1,0,1,3,Pilot,03/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A
95,Pacific Union College,3.91,Phd,Houston,F,0,0,1,0,Pilot,06/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A
96,Ursuline College,3.65,Masters,Fort Wayne,M,1,1,1,4,Dietitian,05/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A
97,Webb Institute,3.6,Masters,Washington,N/A,N/A,1,1,0,Multimedia Artist,11/15,02/16,N/A,N/A,N/A,N/A,N/A,N/A
98,The Johns Hopkins University,3.26,Bachelors,Jacksonville,F,0,1,1,0,Human Resources Specialist,03/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A
99,Johnson C. Smith University,2.43,Masters,Anchorage,F,N/A,1,0,4,Data Scientist,06/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A
100,Denver Paralegal Institute,3.04,Masters,Toledo,F,1,0,0,3,Investment Banker,01/15,04/15,N/A,N/A,N/A,N/A,N/A,N/A
101,Kent State University - Stark,3.19,Phd,Toledo,M,0,0,0,2,Accountant,03/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A
102,University of Arkansas for Medical Sciences,3.05,Masters,San Antonio,M,1,0,1,2,Software Engineer,09/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A
103,Beth-El College of Nursing and Health Sciences,2.52,Phd,Stockton,M,0,1,0,4,Firefighter,05/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A
104,Brooks Institute of Photography,3.03,Phd,Aurora,N/A,N/A,0,1,3,Accountant,05/21,03/23,N/A,N/A,N/A,N/A,N/A,N/A
105,College of Technology at Jazan,2.98,Masters,Philadelphia,M,1,0,0,1,Social Media Coordinator,04/17,03/19,N/A,N/A,N/A,N/A,N/A,N/A
106,Nebraska Methodist College of Nursing and Allied Health,3.99,Bachelors,Corpus Christi,N/A,1,1,1,4,Dietitian,01/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A
107,Central Connecticut State University,3.79,Bachelors,Denver,F,0,1,0,2,Data Scientist,12/17,01/19,N/A,N/A,N/A,N/A,N/A,N/A
108,West Virginia School of Osteopathic Medicine,2.93,Masters,Irvine,F,0,1,1,3,Investment Banker,05/15,06/16,N/A,N/A,N/A,N/A,N/A,N/A
109,Lutheran Bible Institute of Seattle,3.25,Bachelors,Detroit,M,1,0,1,0,Social Media Coordinator,12/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A
110,Simon's Rock College,3.5,Phd,Detroit,F,0,1,1,3,Dietitian,06/14,06/16,N/A,N/A,N/A,N/A,N/A,N/A
111,Edison Community College,2.07,Phd,Fresno,M,1,0,1,3,Software Engineer,05/19,07/19,N/A,N/A,N/A,N/A,N/A,N/A
112,The Boston Conservatory,3.79,Masters,Jersey City,N/A,0,0,0,2,Pharmacist,06/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A
113,University of Texas at El Paso,3.72,Bachelors,Kansas City,F,N/A,0,0,2,Software Engineer,06/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A
114,Seattle University,2.91,Bachelors,New Orleans,M,0,0,1,1,Product Manager,06/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A
115,New York Chiropractic College,2.78,Phd,Winston–Salem,F,N/A,0,1,1,Multimedia Artist,03/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A
116,University of South Carolina - Aiken,2.55,Masters,Tucson,F,0,1,1,4,Sales Representative,05/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A
117,Claflin College,2.95,Bachelors,Corpus Christi,M,0,0,0,0,Investment Banker,11/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A
118,University of Texas at Brownsville,2.09,Masters,Fort Worth,F,1,1,1,1,Pharmacist,10/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A
119,Keck Graduate Institute of Applied Life Sciences,3.7,Bachelors,Raleigh,F,0,0,1,2,Sales Representative,06/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A
120,University of Vermont,2.07,Phd,Glendale,F,0,0,0,3,Researcher,05/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A
121,College of St. Joseph,2.66,Phd,Omaha,F,N/A,1,1,4,Firefighter,05/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A
122,Medical College of Pennsylvania and Hahnemann University,3.86,Masters,Anchorage,N/A,0,0,1,1,Pharmacist,01/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A
123,Oglala Lakota College,3.47,Phd,Charlotte,F,1,0,0,3,Accountant,11/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A
124,Linfield College,2.56,Bachelors,Boston,F,N/A,1,1,3,Researcher,01/15,05/15,N/A,N/A,N/A,N/A,N/A,N/A
125,National College of Ireland,2.51,Phd,North Las Vegas,M,1,1,1,1,Data Analyst,08/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A
126,California Coast University,2.01,Masters,Baltimore,N/A,1,0,0,0,Product Manager,11/21,04/23,N/A,N/A,N/A,N/A,N/A,N/A
127,Lasell College,3.39,Masters,Chandler,M,1,0,1,0,Public Relations Officer,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A
128,Brandeis University,2.1,Masters,New Delhi,M,1,0,0,4,Dietitian,06/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A
129,Culver-Stockton College,3.07,Bachelors,Fort Worth,M,N/A,1,1,0,Data Scientist,06/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A
130,Flagler College,3.92,Bachelors,Lubbock,N/A,0,0,1,4,Firefighter,12/15,05/17,N/A,N/A,N/A,N/A,N/A,N/A
131,Norwich University,2.22,Bachelors,San Antonio,M,1,1,1,2,Multimedia Artist,01/20,11/20,N/A,N/A,N/A,N/A,N/A,N/A
132,Pratt Institute,3.79,Bachelors,Newark,M,N/A,1,1,1,Machine Learning Engineer,09/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A
133,Albany Medical Center,3.98,Bachelors,Louisville,M,1,0,1,3,Human Resources Specialist,12/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A
134,Washington Bible College,2.12,Phd,Oakland,F,0,1,0,4,Pharmacist,03/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A
135,Aquinas College,3.77,Bachelors,North Las Vegas,M,N/A,0,1,0,Data Analyst,02/16,02/17,N/A,N/A,N/A,N/A,N/A,N/A
136,Westminster College Fulton,3.03,Bachelors,Honolulu,N/A,N/A,0,1,4,Social Media Coordinator,09/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A
137,Western Carolina University,3.81,Phd,Detroit,N/A,0,1,0,4,Firefighter,10/19,05/20,N/A,N/A,N/A,N/A,N/A,N/A
138,Franklin W. Olin College of Engineering,3.14,Bachelors,Henderson,F,N/A,1,0,0,Human Resources Specialist,09/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A
139,State University of New York at Binghamton,3.32,Masters,Laredo,N/A,0,1,1,0,Dietitian,07/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A
140,Pennsylvania State University Great Valley,3.09,Bachelors,Anaheim,N/A,N/A,1,0,1,Dietitian,02/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A
141,Osaka University,3.73,Bachelors,Durham,F,N/A,1,1,3,Machine Learning Engineer,04/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A
142,Illinois College of Optometry,3.47,Masters,Nashville,M,0,1,0,1,Public Relations Officer,03/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A
143,The Corcoran College of Art,3.04,Masters,Gilbert,F,0,0,0,1,Pilot,04/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A
144,Ohio University,3.74,Masters,Melbourne,M,N/A,0,1,0,Investment Banker,08/15,04/17,N/A,N/A,N/A,N/A,N/A,N/A
145,Philander Smith College,2.49,Masters,Lincoln,M,N/A,0,0,0,Multimedia Artist,06/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A
146,Tiffin University,2.31,Bachelors,Richmond,N/A,0,1,1,3,Pharmacist,04/20,07/20,N/A,N/A,N/A,N/A,N/A,N/A
147,Hampton University,2.32,Masters,Milwaukee,F,0,1,0,4,Human Resources Specialist,04/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A
148,Dartmouth College,2.67,Masters,Oakland,N/A,N/A,1,0,1,Investment Banker,09/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A
149,University of North Texas Health Science Center at Fort Worth,2.48,Phd,Saint Paul,N/A,N/A,0,0,3,Researcher,10/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A
150,Dominican College of San Rafael,3.86,Masters,Omaha,M,N/A,0,1,1,Public Relations Officer,12/14,12/16,N/A,N/A,N/A,N/A,N/A,N/A
151,Christian Brothers University,2.21,Masters,Columbus,N/A,0,1,1,4,Multimedia Artist,07/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A
152,Crown College,3.4,Phd,Madison,F,N/A,1,0,1,Pharmacist,10/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A
153,Utah State University,2.38,Phd,Hialeah,N/A,1,1,1,2,Pilot,03/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A
154,Thiel College,3.76,Bachelors,Indianapolis,N/A,0,1,1,3,Financial Analyst,12/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A
155,California School of Professional Psychology - San Diego,3.92,Phd,Jacksonville,M,N/A,0,1,0,Data Scientist,06/17,10/17,N/A,N/A,N/A,N/A,N/A,N/A
156,New York College of Podiatric Medicine,2.93,Bachelors,Chesapeake,F,0,0,0,1,Firefighter,05/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A
157,American InterContinental University - Georgia,3.76,Phd,Bakersfield,N/A,1,0,1,3,Accountant,08/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A
158,North Park University,2.01,Phd,Newark,M,0,1,0,3,Sales Representative,02/18,05/18,N/A,N/A,N/A,N/A,N/A,N/A
159,Baylor College of Medicine,3.64,Bachelors,Colorado Springs,N/A,N/A,0,0,1,Accountant,08/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A
160,Brooklyn Law School,2.46,Phd,Henderson,F,1,1,0,0,Human Resources Specialist,07/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A
161,Western Connecticut State University,3.82,Bachelors,Orlando,N/A,1,1,0,0,Dietitian,06/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A
162,Lewis-Clark State College,2.0,Phd,Aurora,N/A,N/A,1,0,1,Pharmacist,12/17,12/19,N/A,N/A,N/A,N/A,N/A,N/A
163,Mississippi Valley State University,3.11,Masters,Boston,M,N/A,0,1,3,Pilot,11/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A
164,Northwestern College St. Paul,3.51,Phd,Santa Ana,N/A,N/A,0,1,0,Sales Representative,08/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A
165,Oakland University,2.52,Bachelors,Saint Paul,M,0,1,0,1,Pilot,02/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A
166,Florida State University,2.39,Phd,San Francisco,F,0,0,1,1,Product Manager,06/18,01/20,N/A,N/A,N/A,N/A,N/A,N/A
167,Design Institute of San Diego,2.17,Bachelors,Los Angeles,N/A,0,1,1,1,Machine Learning Engineer,04/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A
168,University of Connecticut,2.65,Bachelors,Tampa,F,N/A,1,1,3,Pharmacist,02/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A
169,University of Texas at San Antonio,3.12,Masters,Albuquerque,F,N/A,1,1,0,Sales Representative,08/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A
170,Louisiana State University at Alexandria,2.23,Masters,El Paso,N/A,0,0,1,3,Financial Analyst,11/14,07/16,N/A,N/A,N/A,N/A,N/A,N/A
171,Austin College,2.75,Bachelors,Cleveland,M,1,0,1,2,Multimedia Artist,12/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A
172,ITT Technical Institute Fort Wayne,2.02,Phd,Durham,F,0,1,1,0,Machine Learning Engineer,06/16,08/16,N/A,N/A,N/A,N/A,N/A,N/A
173,Whitman College,3.64,Bachelors,Madison,F,1,0,0,3,Firefighter,06/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A
174,Kent State University,2.26,Bachelors,North Las Vegas,N/A,N/A,0,0,0,Data Analyst,01/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A
175,Varna Free University,2.57,Phd,San Jose,N/A,N/A,0,0,2,Data Analyst,04/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A
176,University of Alaska - Anchorage,2.04,Phd,Portland,N/A,0,0,1,4,Data Scientist,01/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A
177,Mount Aloysius College,2.86,Phd,Aurora,N/A,0,1,1,1,Data Analyst,05/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A
178,University of the District of Columbia,3.68,Phd,Lubbock,N/A,N/A,0,0,3,Dietitian,03/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A
179,Hendrix College,2.78,Bachelors,Henderson,N/A,0,1,1,2,Investment Banker,10/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A
180,University of Silesia,2.36,Bachelors,Pittsburgh,M,N/A,1,1,2,Pilot,03/19,05/19,N/A,N/A,N/A,N/A,N/A,N/A
