Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
20,Providence College,2.23,Masters,Providence,N/A,N/A,0,1,3,Data Scientist,03/16,08/16,N/A,N/A,N/A,N/A,N/A,N/A
21,Providence College,2.84,Bachelors,Providence,N/A,0,0,1,4,Data Scientist,10/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A
22,Providence College,3.59,Masters,Providence,M,N/A,0,0,3,Data Scientist,05/16,08/17,N/A,N/A,N/A,N/A,N/A,N/A
23,Providence College,3.49,Phd,Providence,M,0,0,1,2,Data Scientist,05/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A
24,Providence College,2.11,Bachelors,Providence,N/A,0,1,0,4,Data Scientist,06/15,09/15,N/A,N/A,N/A,N/A,N/A,N/A
25,Providence College,2.91,Masters,Providence,N/A,0,1,1,1,Data Scientist,12/18,09/20,N/A,N/A,N/A,N/A,N/A,N/A
26,Providence College,3.04,Masters,Providence,N/A,0,1,1,0,Data Scientist,02/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A
27,Providence College,3.29,Bachelors,Providence,M,0,1,0,0,Data Scientist,09/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A
28,Providence College,3.3,Phd,Providence,N/A,1,0,1,2,Data Scientist,11/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A
29,Providence College,2.73,Masters,Providence,N/A,1,0,1,3,Data Scientist,10/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A
30,Providence College,3.12,Bachelors,Providence,M,1,1,1,1,Data Scientist,10/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A
31,Providence College,2.96,Phd,Providence,F,0,0,0,4,Data Scientist,06/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A
32,Providence College,3.77,Masters,Providence,F,N/A,1,1,3,Data Scientist,02/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A
33,Providence College,3.06,Masters,Providence,N/A,1,1,1,2,Data Scientist,06/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A
34,Providence College,2.88,Phd,Providence,F,N/A,1,0,3,Data Scientist,11/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A
35,Providence College,2.81,Phd,Providence,F,N/A,1,0,2,Data Scientist,10/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A
36,Providence College,3.14,Bachelors,Providence,F,0,0,1,0,Data Scientist,12/16,12/18,N/A,N/A,N/A,N/A,N/A,N/A
37,Providence College,3.61,Bachelors,Providence,F,0,0,1,0,Data Scientist,12/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A
38,Providence College,3.08,Masters,Providence,N/A,0,1,1,3,Data Scientist,07/14,03/15,N/A,N/A,N/A,N/A,N/A,N/A
39,Providence College,3.32,Phd,Providence,F,1,1,0,1,Data Scientist,04/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A
40,Providence College,3.48,Phd,Providence,F,0,1,1,4,Data Scientist,11/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A
41,Providence College,3.04,Phd,Providence,M,1,1,0,2,Data Scientist,10/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A
42,Providence College,2.85,Masters,Providence,N/A,1,1,0,4,Data Scientist,12/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A
43,Providence College,3.75,Phd,Providence,M,1,0,1,0,Data Scientist,05/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A
44,Providence College,2.84,Phd,Providence,M,1,1,1,1,Data Scientist,11/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A
45,Providence College,2.92,Masters,Providence,N/A,0,1,0,1,Data Scientist,07/20,06/22,N/A,N/A,N/A,N/A,N/A,N/A
46,Providence College,3.98,Bachelors,Providence,F,1,0,1,4,Data Scientist,08/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A
47,Providence College,2.0,Bachelors,Providence,M,0,0,1,0,Data Scientist,08/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A
48,Providence College,2.37,Masters,Providence,N/A,0,0,0,4,Data Scientist,02/15,09/15,N/A,N/A,N/A,N/A,N/A,N/A
49,Providence College,2.77,Phd,Providence,F,1,0,1,3,Data Scientist,12/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A
50,Providence College,3.87,Masters,Providence,N/A,0,0,0,1,Data Scientist,09/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A
51,Providence College,2.14,Bachelors,Providence,M,N/A,0,1,1,Data Scientist,11/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A
52,Providence College,2.02,Bachelors,Providence,F,0,0,0,3,Data Scientist,03/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A
53,Providence College,2.11,Masters,Providence,F,0,0,0,0,Data Scientist,03/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A
54,Providence College,2.18,Masters,Providence,N/A,1,0,1,1,Data Scientist,10/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A
55,Providence College,2.08,Bachelors,Providence,F,1,1,0,2,Data Scientist,03/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A
56,Providence College,2.96,Masters,Providence,M,0,0,0,2,Data Scientist,09/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A
57,Providence College,3.16,Bachelors,Providence,M,1,1,1,0,Data Scientist,08/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A
58,Providence College,2.54,Masters,Providence,M,N/A,1,1,3,Data Scientist,03/16,03/18,N/A,N/A,N/A,N/A,N/A,N/A
59,Providence College,2.8,Masters,Providence,N/A,N/A,1,1,4,Data Scientist,01/14,09/14,N/A,N/A,N/A,N/A,N/A,N/A
60,Providence College,2.18,Masters,Providence,F,1,1,0,0,Data Scientist,01/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A
61,Providence College,2.67,Bachelors,Providence,F,0,1,0,4,Data Scientist,01/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A
62,Providence College,3.05,Masters,Providence,F,N/A,1,0,0,Data Scientist,12/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A
63,Providence College,3.46,Bachelors,Providence,M,N/A,1,1,2,Data Scientist,05/14,07/14,N/A,N/A,N/A,N/A,N/A,N/A
64,Providence College,2.01,Bachelors,Providence,F,0,1,0,3,Data Scientist,12/21,12/23,N/A,N/A,N/A,N/A,N/A,N/A
65,Providence College,2.93,Masters,Providence,M,1,0,0,2,Data Scientist,06/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A
66,Providence College,2.59,Masters,Providence,F,N/A,1,1,3,Data Scientist,02/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A
67,Providence College,3.71,Bachelors,Providence,M,0,1,0,4,Data Scientist,01/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A
68,Providence College,3.43,Bachelors,Providence,F,0,1,1,0,Data Scientist,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A
69,Providence College,3.18,Phd,Providence,N/A,N/A,1,1,1,Data Scientist,02/14,04/14,N/A,N/A,N/A,N/A,N/A,N/A
70,Providence College,2.55,Bachelors,Providence,N/A,1,0,1,1,Data Scientist,02/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A
71,Providence College,3.82,Phd,Providence,M,N/A,1,0,3,Data Scientist,01/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A
72,Providence College,2.09,Phd,Providence,M,0,0,0,3,Data Scientist,07/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A
73,Providence College,2.22,Phd,Providence,F,N/A,0,0,2,Data Scientist,10/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A
74,Providence College,2.78,Masters,Providence,F,1,1,1,1,Data Scientist,04/20,08/20,N/A,N/A,N/A,N/A,N/A,N/A
75,Providence College,2.25,Masters,Providence,N/A,0,1,1,2,Data Scientist,12/21,12/23,N/A,N/A,N/A,N/A,N/A,N/A
76,Providence College,3.91,Bachelors,Providence,F,1,0,1,4,Data Scientist,04/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A
77,Providence College,3.6,Phd,Providence,M,N/A,1,0,1,Data Scientist,01/16,06/17,N/A,N/A,N/A,N/A,N/A,N/A
78,Providence College,2.52,Masters,Providence,M,N/A,1,0,4,Data Scientist,10/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A
79,Providence College,3.18,Masters,Providence,M,1,0,0,0,Data Scientist,05/15,02/16,N/A,N/A,N/A,N/A,N/A,N/A
80,Providence College,3.96,Masters,Providence,M,N/A,0,0,2,Data Scientist,04/17,09/18,N/A,N/A,N/A,N/A,N/A,N/A
81,Providence College,3.77,Masters,Providence,M,1,1,0,3,Data Scientist,10/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A
82,Providence College,3.2,Masters,Providence,N/A,N/A,1,1,1,Data Scientist,06/14,05/16,N/A,N/A,N/A,N/A,N/A,N/A
83,Providence College,3.81,Phd,Providence,N/A,1,1,0,2,Data Scientist,11/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A
84,Providence College,3.98,Phd,Providence,M,1,0,1,3,Data Scientist,11/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A
85,Providence College,3.49,Phd,Providence,F,0,1,1,0,Data Scientist,09/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A
86,Providence College,2.13,Phd,Providence,M,0,0,0,1,Data Scientist,12/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A
87,Providence College,2.8,Bachelors,Providence,N/A,1,0,1,4,Data Scientist,08/16,12/17,N/A,N/A,N/A,N/A,N/A,N/A
88,Providence College,3.68,Phd,Providence,M,N/A,1,0,0,Data Scientist,10/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A
89,Providence College,2.46,Masters,Providence,N/A,N/A,0,0,3,Data Scientist,12/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A
90,Providence College,3.66,Phd,Providence,N/A,N/A,1,1,1,Data Scientist,12/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A
91,Providence College,2.24,Bachelors,Providence,M,1,1,0,1,Data Scientist,04/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A
92,Providence College,2.09,Masters,Providence,M,1,0,0,0,Data Scientist,04/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A
93,Providence College,2.77,Phd,Providence,F,1,1,1,1,Data Scientist,02/18,07/18,N/A,N/A,N/A,N/A,N/A,N/A
94,Providence College,2.07,Phd,Providence,N/A,1,0,1,3,Data Scientist,03/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A
95,Providence College,3.91,Phd,Providence,F,0,0,1,0,Data Scientist,06/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A
96,Providence College,3.65,Masters,Providence,M,1,1,1,4,Data Scientist,05/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A
97,Providence College,3.6,Masters,Providence,N/A,N/A,1,1,0,Data Scientist,11/15,02/16,N/A,N/A,N/A,N/A,N/A,N/A
98,Providence College,3.26,Bachelors,Providence,F,0,1,1,0,Data Scientist,03/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A
99,Providence College,2.43,Masters,Providence,F,N/A,1,0,4,Data Scientist,06/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A
100,Providence College,3.04,Masters,Providence,F,1,0,0,3,Data Scientist,01/15,04/15,N/A,N/A,N/A,N/A,N/A,N/A
101,Providence College,3.19,Phd,Providence,M,0,0,0,2,Data Scientist,03/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A
102,Providence College,3.05,Masters,Providence,M,1,0,1,2,Data Scientist,09/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A
103,Providence College,2.52,Phd,Providence,M,0,1,0,4,Data Scientist,05/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A
104,Providence College,3.03,Phd,Providence,N/A,N/A,0,1,3,Data Scientist,05/21,03/23,N/A,N/A,N/A,N/A,N/A,N/A
105,Providence College,2.98,Masters,Providence,M,1,0,0,1,Data Scientist,04/17,03/19,N/A,N/A,N/A,N/A,N/A,N/A
106,Providence College,3.99,Bachelors,Providence,N/A,1,1,1,4,Data Scientist,01/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A
107,Providence College,3.79,Bachelors,Providence,F,0,1,0,2,Data Scientist,12/17,01/19,N/A,N/A,N/A,N/A,N/A,N/A
108,Providence College,2.93,Masters,Providence,F,0,1,1,3,Data Scientist,05/15,06/16,N/A,N/A,N/A,N/A,N/A,N/A
109,Providence College,3.25,Bachelors,Providence,M,1,0,1,0,Data Scientist,12/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A
110,Providence College,3.5,Phd,Providence,F,0,1,1,3,Data Scientist,06/14,06/16,N/A,N/A,N/A,N/A,N/A,N/A
111,Providence College,2.07,Phd,Providence,M,1,0,1,3,Data Scientist,05/19,07/19,N/A,N/A,N/A,N/A,N/A,N/A
112,Providence College,3.79,Masters,Providence,N/A,0,0,0,2,Data Scientist,06/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A
113,Providence College,3.72,Bachelors,Providence,F,N/A,0,0,2,Data Scientist,06/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A
114,Providence College,2.91,Bachelors,Providence,M,0,0,1,1,Data Scientist,06/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A
115,Providence College,2.78,Phd,Providence,F,N/A,0,1,1,Data Scientist,03/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A
116,Providence College,2.55,Masters,Providence,F,0,1,1,4,Data Scientist,05/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A
117,Providence College,2.95,Bachelors,Providence,M,0,0,0,0,Data Scientist,11/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A
118,Providence College,2.09,Masters,Providence,F,1,1,1,1,Data Scientist,10/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A
119,Providence College,3.7,Bachelors,Providence,F,0,0,1,2,Data Scientist,06/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A
120,Providence College,2.07,Phd,Providence,F,0,0,0,3,Data Scientist,05/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A
121,Providence College,2.66,Phd,Providence,F,N/A,1,1,4,Data Scientist,05/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A
122,Providence College,3.86,Masters,Providence,N/A,0,0,1,1,Data Scientist,01/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A
123,Providence College,3.47,Phd,Providence,F,1,0,0,3,Data Scientist,11/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A
124,Providence College,2.56,Bachelors,Providence,F,N/A,1,1,3,Data Scientist,01/15,05/15,N/A,N/A,N/A,N/A,N/A,N/A
125,Providence College,2.51,Phd,Providence,M,1,1,1,1,Data Scientist,08/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A
126,Providence College,2.01,Masters,Providence,N/A,1,0,0,0,Data Scientist,11/21,04/23,N/A,N/A,N/A,N/A,N/A,N/A
127,Providence College,3.39,Masters,Providence,M,1,0,1,0,Data Scientist,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A
128,Providence College,2.1,Masters,Providence,M,1,0,0,4,Data Scientist,06/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A
129,Providence College,3.07,Bachelors,Providence,M,N/A,1,1,0,Data Scientist,06/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A
130,Providence College,3.92,Bachelors,Providence,N/A,0,0,1,4,Data Scientist,12/15,05/17,N/A,N/A,N/A,N/A,N/A,N/A
131,Providence College,2.22,Bachelors,Providence,M,1,1,1,2,Data Scientist,01/20,11/20,N/A,N/A,N/A,N/A,N/A,N/A
132,Providence College,3.79,Bachelors,Providence,M,N/A,1,1,1,Data Scientist,09/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A
133,Providence College,3.98,Bachelors,Providence,M,1,0,1,3,Data Scientist,12/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A
134,Providence College,2.12,Phd,Providence,F,0,1,0,4,Data Scientist,03/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A
135,Providence College,3.77,Bachelors,Providence,M,N/A,0,1,0,Data Scientist,02/16,02/17,N/A,N/A,N/A,N/A,N/A,N/A
136,Providence College,3.03,Bachelors,Providence,N/A,N/A,0,1,4,Data Scientist,09/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A
137,Providence College,3.81,Phd,Providence,N/A,0,1,0,4,Data Scientist,10/19,05/20,N/A,N/A,N/A,N/A,N/A,N/A
138,Providence College,3.14,Bachelors,Providence,F,N/A,1,0,0,Data Scientist,09/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A
139,Providence College,3.32,Masters,Providence,N/A,0,1,1,0,Data Scientist,07/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A
140,Providence College,3.09,Bachelors,Providence,N/A,N/A,1,0,1,Data Scientist,02/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A
141,Providence College,3.73,Bachelors,Providence,F,N/A,1,1,3,Data Scientist,04/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A
142,Providence College,3.47,Masters,Providence,M,0,1,0,1,Data Scientist,03/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A
143,Providence College,3.04,Masters,Providence,F,0,0,0,1,Data Scientist,04/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A
144,Providence College,3.74,Masters,Providence,M,N/A,0,1,0,Data Scientist,08/15,04/17,N/A,N/A,N/A,N/A,N/A,N/A
145,Providence College,2.49,Masters,Providence,M,N/A,0,0,0,Data Scientist,06/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A
146,Providence College,2.31,Bachelors,Providence,N/A,0,1,1,3,Data Scientist,04/20,07/20,N/A,N/A,N/A,N/A,N/A,N/A
147,Providence College,2.32,Masters,Providence,F,0,1,0,4,Data Scientist,04/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A
148,Providence College,2.67,Masters,Providence,N/A,N/A,1,0,1,Data Scientist,09/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A
149,Providence College,2.48,Phd,Providence,N/A,N/A,0,0,3,Data Scientist,10/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A
150,Providence College,3.86,Masters,Providence,M,N/A,0,1,1,Data Scientist,12/14,12/16,N/A,N/A,N/A,N/A,N/A,N/A
151,Providence College,2.21,Masters,Providence,N/A,0,1,1,4,Data Scientist,07/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A
152,Providence College,3.4,Phd,Providence,F,N/A,1,0,1,Data Scientist,10/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A
153,Providence College,2.38,Phd,Providence,N/A,1,1,1,2,Data Scientist,03/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A
154,Providence College,3.76,Bachelors,Providence,N/A,0,1,1,3,Data Scientist,12/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A
155,Providence College,3.92,Phd,Providence,M,N/A,0,1,0,Data Scientist,06/17,10/17,N/A,N/A,N/A,N/A,N/A,N/A
156,Providence College,2.93,Bachelors,Providence,F,0,0,0,1,Data Scientist,05/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A
157,Providence College,3.76,Phd,Providence,N/A,1,0,1,3,Data Scientist,08/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A
158,Providence College,2.01,Phd,Providence,M,0,1,0,3,Data Scientist,02/18,05/18,N/A,N/A,N/A,N/A,N/A,N/A
159,Providence College,3.64,Bachelors,Providence,N/A,N/A,0,0,1,Data Scientist,08/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A
160,Providence College,2.46,Phd,Providence,F,1,1,0,0,Data Scientist,07/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A
161,Providence College,3.82,Bachelors,Providence,N/A,1,1,0,0,Data Scientist,06/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A
162,Providence College,2.0,Phd,Providence,N/A,N/A,1,0,1,Data Scientist,12/17,12/19,N/A,N/A,N/A,N/A,N/A,N/A
163,Providence College,3.11,Masters,Providence,M,N/A,0,1,3,Data Scientist,11/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A
164,Providence College,3.51,Phd,Providence,N/A,N/A,0,1,0,Data Scientist,08/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A
165,Providence College,2.52,Bachelors,Providence,M,0,1,0,1,Data Scientist,02/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A
166,Providence College,2.39,Phd,Providence,F,0,0,1,1,Data Scientist,06/18,01/20,N/A,N/A,N/A,N/A,N/A,N/A
167,Providence College,2.17,Bachelors,Providence,N/A,0,1,1,1,Data Scientist,04/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A
168,Providence College,2.65,Bachelors,Providence,F,N/A,1,1,3,Data Scientist,02/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A
169,Providence College,3.12,Masters,Providence,F,N/A,1,1,0,Data Scientist,08/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A
170,Providence College,2.23,Masters,Providence,N/A,0,0,1,3,Data Scientist,11/14,07/16,N/A,N/A,N/A,N/A,N/A,N/A
171,Providence College,2.75,Bachelors,Providence,M,1,0,1,2,Data Scientist,12/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A
172,Providence College,2.02,Phd,Providence,F,0,1,1,0,Data Scientist,06/16,08/16,N/A,N/A,N/A,N/A,N/A,N/A
173,Providence College,3.64,Bachelors,Providence,F,1,0,0,3,Data Scientist,06/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A
174,Providence College,2.26,Bachelors,Providence,N/A,N/A,0,0,0,Data Scientist,01/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A
175,Providence College,2.57,Phd,Providence,N/A,N/A,0,0,2,Data Scientist,04/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A
176,Providence College,2.04,Phd,Providence,N/A,0,0,1,4,Data Scientist,01/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A
177,Providence College,2.86,Phd,Providence,N/A,0,1,1,1,Data Scientist,05/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A
178,Providence College,3.68,Phd,Providence,N/A,N/A,0,0,3,Data Scientist,03/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A
179,Providence College,2.78,Bachelors,Providence,N/A,0,1,1,2,Data Scientist,10/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A
180,Providence College,2.36,Bachelors,Providence,M,N/A,1,1,2,Data Scientist,03/19,05/19,N/A,N/A,N/A,N/A,N/A,N/A
181,Providence College,3.51,Masters,Providence,F,N/A,0,0,0,Data Scientist,06/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A
182,Providence College,3.58,Bachelors,Providence,M,1,1,0,0,Data Scientist,05/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A
183,Providence College,2.35,Phd,Providence,M,0,1,0,1,Data Scientist,07/18,07/20,N/A,N/A,N/A,N/A,N/A,N/A
184,Providence College,3.54,Masters,Providence,N/A,N/A,0,1,0,Data Scientist,07/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A
185,Providence College,3.89,Phd,Providence,F,0,1,1,3,Data Scientist,07/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A
186,Providence College,2.33,Bachelors,Providence,M,1,1,1,3,Data Scientist,08/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A
187,Providence College,3.54,Masters,Providence,N/A,1,0,0,3,Data Scientist,03/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A
188,Providence College,3.42,Phd,Providence,N/A,0,0,0,4,Data Scientist,07/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A
189,Providence College,2.95,Masters,Providence,F,0,0,1,3,Data Scientist,03/20,05/20,N/A,N/A,N/A,N/A,N/A,N/A
190,Providence College,2.12,Masters,Providence,M,N/A,0,0,0,Data Scientist,05/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A
191,Providence College,2.15,Bachelors,Providence,M,1,0,0,0,Data Scientist,08/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A
192,Providence College,3.7,Phd,Providence,M,1,1,1,3,Data Scientist,12/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A
193,Providence College,3.98,Masters,Providence,N/A,1,1,0,2,Data Scientist,09/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A
194,Providence College,3.35,Masters,Providence,F,0,0,0,2,Data Scientist,12/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A
195,Providence College,2.89,Phd,Providence,F,N/A,0,0,2,Data Scientist,10/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A
196,Providence College,3.3,Masters,Providence,M,0,1,1,1,Data Scientist,09/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A
197,Providence College,3.19,Masters,Providence,N/A,0,0,1,4,Data Scientist,07/18,10/19,N/A,N/A,N/A,N/A,N/A,N/A
