Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
41,Ohio State University - Lima,3.04,Phd,Glendale,M,1,1,0,2,Product Manager,10/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,2.42
42,Fort Valley State College,2.85,Masters,Winston–Salem,N/A,1,1,0,4,Researcher,12/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,3.08
43,University of Pennsylvania,3.75,Phd,Montreal,M,1,0,1,0,Product Manager,05/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,4.34
44,The Illinois Institute of Art-Chicago,2.84,Phd,Charlotte,M,1,1,1,1,Product Manager,11/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,6.34
45,Johns Hopkins University,2.92,Masters,Tucson,N/A,0,1,0,1,Data Scientist,07/20,06/22,N/A,N/A,N/A,N/A,N/A,N/A,6.88
46,Mount Vernon College,3.98,Bachelors,Milwaukee,F,1,0,1,4,Firefighter,08/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,6.55
47,Vassar College,2.0,Bachelors,Bakersfield,M,0,0,1,0,Firefighter,08/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,6.0
48,Brenau University,2.37,Masters,Chula Vista,N/A,0,0,0,4,Product Designer,02/15,09/15,N/A,N/A,N/A,N/A,N/A,N/A,4.36
49,Morris College,2.77,Phd,Atlanta,F,1,0,1,3,Multimedia Artist,12/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A,2.4
50,ITT Technical Institute Portland,3.87,Masters,Tucson,N/A,0,0,0,1,Data Analyst,09/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A,6.75
51,Morris College,2.14,Bachelors,Jacksonville,M,N/A,0,1,1,Pilot,11/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A,6.73
52,Goshen College,2.02,Bachelors,San Antonio,F,0,0,0,3,Investment Banker,03/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,8.01
53,Widener University,2.11,Masters,Lexington,F,0,0,0,0,Business Analyst,03/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A,9.41
54,University of Charleston South Carolina,2.18,Masters,Kansas City,N/A,1,0,1,1,Investment Banker,10/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,7.95
55,Schiller International University,2.08,Bachelors,Detroit,F,1,1,0,2,Sales Representative,03/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A,4.37
56,Manchester College,2.96,Masters,Riverside,M,0,0,0,2,Pharmacist,09/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,2.94
57,Towson University,3.16,Bachelors,San Bernardino,M,1,1,1,0,Dietitian,08/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,1.2
58,Pennsylvania State University - Milton S.Hershey Medical Center,2.54,Masters,Indianapolis,M,N/A,1,1,3,Sales Representative,03/16,03/18,N/A,N/A,N/A,N/A,N/A,N/A,7.64
59,The School of the Art Institute of Chicago,2.8,Masters,San Diego,N/A,N/A,1,1,4,Dietitian,01/14,09/14,N/A,N/A,N/A,N/A,N/A,N/A,0.35
60,Wayne State College,2.18,Masters,Charlotte,F,1,1,0,0,Sales Representative,01/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,1.83
61,Illinois College,2.67,Bachelors,Fort Wayne,F,0,1,0,4,Sales Representative,01/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A,2.37
62,Alderson Broaddus College,3.05,Masters,Los Angeles,F,N/A,1,0,0,Researcher,12/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,4.17
63,Marian College of Fond Du Lac,3.46,Bachelors,Richmond,M,N/A,1,1,2,Data Analyst,05/14,07/14,N/A,N/A,N/A,N/A,N/A,N/A,5.43
64,Blackburn College,2.01,Bachelors,St. Louis,F,0,1,0,3,Sales Representative,12/21,12/23,N/A,N/A,N/A,N/A,N/A,N/A,5.47
65,Sinte Gleska University,2.93,Masters,Chula Vista,M,1,0,0,2,Pilot,06/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A,7.86
66,Dallas Christian College,2.59,Masters,Omaha,F,N/A,1,1,3,Software Engineer,02/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A,8.66
67,Hartford College for Women,3.71,Bachelors,Orlando,M,0,1,0,4,Firefighter,01/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,7.59
68,Coker College,3.43,Bachelors,Honolulu,F,0,1,1,0,Human Resources Specialist,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,9.47
69,Albany Law School,3.18,Phd,Laredo,N/A,N/A,1,1,1,Dietitian,02/14,04/14,N/A,N/A,N/A,N/A,N/A,N/A,9.65
70,Campbell University,2.55,Bachelors,Las Vegas,N/A,1,0,1,1,Sales Representative,02/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,9.21
71,Letourneau University,3.82,Phd,Columbus,M,N/A,1,0,3,Sales Representative,01/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A,8.11
72,State University of New York at New Paltz,2.09,Phd,Laredo,M,0,0,0,3,Social Media Coordinator,07/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A,4.4
73,Governors State University,2.22,Phd,Reno,F,N/A,0,0,2,Sales Representative,10/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A,9.14
74,Miami University of Ohio,2.78,Masters,Aurora,F,1,1,1,1,Financial Analyst,04/20,08/20,N/A,N/A,N/A,N/A,N/A,N/A,8.23
75,Stanford University,2.25,Masters,Las Vegas,N/A,0,1,1,2,Public Relations Officer,12/21,12/23,N/A,N/A,N/A,N/A,N/A,N/A,1.56
76,Auburn University at Montgomery,3.91,Bachelors,Raleigh,F,1,0,1,4,Machine Learning Engineer,04/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,0.92
77,State University of New York Maritime College,3.6,Phd,Chicago,M,N/A,1,0,1,Financial Analyst,01/16,06/17,N/A,N/A,N/A,N/A,N/A,N/A,0.43
78,Morningside College,2.52,Masters,Glendale,M,N/A,1,0,4,Product Manager,10/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,1.55
79,Texas Tech University Health Science Center,3.18,Masters,Long Beach,M,1,0,0,0,Accountant,05/15,02/16,N/A,N/A,N/A,N/A,N/A,N/A,2.56
80,Swarthmore College,3.96,Masters,Oakland,M,N/A,0,0,2,Human Resources Specialist,04/17,09/18,N/A,N/A,N/A,N/A,N/A,N/A,4.49
81,Fort Hays State University,3.77,Masters,Jacksonville,M,1,1,0,3,Sales Representative,10/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A,6.99
82,Lesley University,3.2,Masters,New Orleans,N/A,N/A,1,1,1,Firefighter,06/14,05/16,N/A,N/A,N/A,N/A,N/A,N/A,2.78
83,University of Silesia,3.81,Phd,Bakersfield,N/A,1,1,0,2,Pilot,11/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,0.87
84,American Conservatory Theater,3.98,Phd,Aurora,M,1,0,1,3,Product Designer,11/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A,6.59
85,Bryant and Stratton College,3.49,Phd,Gilbert,F,0,1,1,0,Public Relations Officer,09/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,6.16
86,Olive-Harvey College,2.13,Phd,Baton Rouge,M,0,0,0,1,Accountant,12/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,3.11
87,Universidad de Cuautitlan Izcalli,2.8,Bachelors,Baton Rouge,N/A,1,0,1,4,Data Analyst,08/16,12/17,N/A,N/A,N/A,N/A,N/A,N/A,1.67
88,University of Central Florida,3.68,Phd,Dallas,M,N/A,1,0,0,Accountant,10/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A,1.3
89,Whitman College,2.46,Masters,Orlando,N/A,N/A,0,0,3,Social Media Coordinator,12/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A,3.15
90,St. John's College New Mexico,3.66,Phd,Laredo,N/A,N/A,1,1,1,Multimedia Artist,12/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,6.36
91,Nicholls State University,2.24,Bachelors,Garland,M,1,1,0,1,Product Designer,04/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,9.77
92,New York Medical College,2.09,Masters,Albuquerque,M,1,0,0,0,Software Engineer,04/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A,9.46
93,St. John's University,2.77,Phd,Jacksonville,F,1,1,1,1,Data Scientist,02/18,07/18,N/A,N/A,N/A,N/A,N/A,N/A,4.16
94,Grace Bible College,2.07,Phd,Saint Paul,N/A,1,0,1,3,Pilot,03/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,8.45
95,Pacific Union College,3.91,Phd,Houston,F,0,0,1,0,Pilot,06/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A,7.46
96,Ursuline College,3.65,Masters,Fort Wayne,M,1,1,1,4,Dietitian,05/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,7.87
97,Webb Institute,3.6,Masters,Washington,N/A,N/A,1,1,0,Multimedia Artist,11/15,02/16,N/A,N/A,N/A,N/A,N/A,N/A,0.45
98,The Johns Hopkins University,3.26,Bachelors,Jacksonville,F,0,1,1,0,Human Resources Specialist,03/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A,1.46
99,Johnson C. Smith University,2.43,Masters,Anchorage,F,N/A,1,0,4,Data Scientist,06/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A,8.98
100,Denver Paralegal Institute,3.04,Masters,Toledo,F,1,0,0,3,Investment Banker,01/15,04/15,N/A,N/A,N/A,N/A,N/A,N/A,3.15
101,Kent State University - Stark,3.19,Phd,Toledo,M,0,0,0,2,Accountant,03/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A,8.9
102,University of Arkansas for Medical Sciences,3.05,Masters,San Antonio,M,1,0,1,2,Software Engineer,09/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,6.84
103,Beth-El College of Nursing and Health Sciences,2.52,Phd,Stockton,M,0,1,0,4,Firefighter,05/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A,7.48
104,Brooks Institute of Photography,3.03,Phd,Aurora,N/A,N/A,0,1,3,Accountant,05/21,03/23,N/A,N/A,N/A,N/A,N/A,N/A,7.75
105,College of Technology at Jazan,2.98,Masters,Philadelphia,M,1,0,0,1,Social Media Coordinator,04/17,03/19,N/A,N/A,N/A,N/A,N/A,N/A,7.76
106,Nebraska Methodist College of Nursing and Allied Health,3.99,Bachelors,Corpus Christi,N/A,1,1,1,4,Dietitian,01/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,0.66
107,Central Connecticut State University,3.79,Bachelors,Denver,F,0,1,0,2,Data Scientist,12/17,01/19,N/A,N/A,N/A,N/A,N/A,N/A,5.97
108,West Virginia School of Osteopathic Medicine,2.93,Masters,Irvine,F,0,1,1,3,Investment Banker,05/15,06/16,N/A,N/A,N/A,N/A,N/A,N/A,8.03
109,Lutheran Bible Institute of Seattle,3.25,Bachelors,Detroit,M,1,0,1,0,Social Media Coordinator,12/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A,3.4
110,Simon's Rock College,3.5,Phd,Detroit,F,0,1,1,3,Dietitian,06/14,06/16,N/A,N/A,N/A,N/A,N/A,N/A,4.19
111,Edison Community College,2.07,Phd,Fresno,M,1,0,1,3,Software Engineer,05/19,07/19,N/A,N/A,N/A,N/A,N/A,N/A,0.49
112,The Boston Conservatory,3.79,Masters,Jersey City,N/A,0,0,0,2,Pharmacist,06/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,4.99
113,University of Texas at El Paso,3.72,Bachelors,Kansas City,F,N/A,0,0,2,Software Engineer,06/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A,3.65
114,Seattle University,2.91,Bachelors,New Orleans,M,0,0,1,1,Product Manager,06/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A,5.85
115,New York Chiropractic College,2.78,Phd,Winston–Salem,F,N/A,0,1,1,Multimedia Artist,03/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A,3.69
116,University of South Carolina - Aiken,2.55,Masters,Tucson,F,0,1,1,4,Sales Representative,05/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,3.68
117,Claflin College,2.95,Bachelors,Corpus Christi,M,0,0,0,0,Investment Banker,11/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,5.32
118,University of Texas at Brownsville,2.09,Masters,Fort Worth,F,1,1,1,1,Pharmacist,10/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,4.86
119,Keck Graduate Institute of Applied Life Sciences,3.7,Bachelors,Raleigh,F,0,0,1,2,Sales Representative,06/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A,6.53
120,University of Vermont,2.07,Phd,Glendale,F,0,0,0,3,Researcher,05/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A,3.05
121,College of St. Joseph,2.66,Phd,Omaha,F,N/A,1,1,4,Firefighter,05/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A,3.53
122,Medical College of Pennsylvania and Hahnemann University,3.86,Masters,Anchorage,N/A,0,0,1,1,Pharmacist,01/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A,0.73
123,Oglala Lakota College,3.47,Phd,Charlotte,F,1,0,0,3,Accountant,11/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A,9.49
124,Linfield College,2.56,Bachelors,Boston,F,N/A,1,1,3,Researcher,01/15,05/15,N/A,N/A,N/A,N/A,N/A,N/A,2.95
125,National College of Ireland,2.51,Phd,North Las Vegas,M,1,1,1,1,Data Analyst,08/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A,7.16
126,California Coast University,2.01,Masters,Baltimore,N/A,1,0,0,0,Product Manager,11/21,04/23,N/A,N/A,N/A,N/A,N/A,N/A,7.35
127,Lasell College,3.39,Masters,Chandler,M,1,0,1,0,Public Relations Officer,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,1.52
128,Brandeis University,2.1,Masters,New Delhi,M,1,0,0,4,Dietitian,06/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,5.05
129,Culver-Stockton College,3.07,Bachelors,Fort Worth,M,N/A,1,1,0,Data Scientist,06/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,3.99
130,Flagler College,3.92,Bachelors,Lubbock,N/A,0,0,1,4,Firefighter,12/15,05/17,N/A,N/A,N/A,N/A,N/A,N/A,7.74
131,Norwich University,2.22,Bachelors,San Antonio,M,1,1,1,2,Multimedia Artist,01/20,11/20,N/A,N/A,N/A,N/A,N/A,N/A,0.25
132,Pratt Institute,3.79,Bachelors,Newark,M,N/A,1,1,1,Machine Learning Engineer,09/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A,8.89
133,Albany Medical Center,3.98,Bachelors,Louisville,M,1,0,1,3,Human Resources Specialist,12/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A,7.73
134,Washington Bible College,2.12,Phd,Oakland,F,0,1,0,4,Pharmacist,03/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A,7.19
135,Aquinas College,3.77,Bachelors,North Las Vegas,M,N/A,0,1,0,Data Analyst,02/16,02/17,N/A,N/A,N/A,N/A,N/A,N/A,0.04
136,Westminster College Fulton,3.03,Bachelors,Honolulu,N/A,N/A,0,1,4,Social Media Coordinator,09/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A,6.17
137,Western Carolina University,3.81,Phd,Detroit,N/A,0,1,0,4,Firefighter,10/19,05/20,N/A,N/A,N/A,N/A,N/A,N/A,7.65
138,Franklin W. Olin College of Engineering,3.14,Bachelors,Henderson,F,N/A,1,0,0,Human Resources Specialist,09/17,04/19,N/A,N/A,N/A,N/A,N/A,N/A,8.85
139,State University of New York at Binghamton,3.32,Masters,Laredo,N/A,0,1,1,0,Dietitian,07/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A,5.47
140,Pennsylvania State University Great Valley,3.09,Bachelors,Anaheim,N/A,N/A,1,0,1,Dietitian,02/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A,7.26
141,Osaka University,3.73,Bachelors,Durham,F,N/A,1,1,3,Machine Learning Engineer,04/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A,5.69
142,Illinois College of Optometry,3.47,Masters,Nashville,M,0,1,0,1,Public Relations Officer,03/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A,9.24
143,The Corcoran College of Art,3.04,Masters,Gilbert,F,0,0,0,1,Pilot,04/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A,0.25
144,Ohio University,3.74,Masters,Melbourne,M,N/A,0,1,0,Investment Banker,08/15,04/17,N/A,N/A,N/A,N/A,N/A,N/A,0.61
145,Philander Smith College,2.49,Masters,Lincoln,M,N/A,0,0,0,Multimedia Artist,06/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A,4.42
146,Tiffin University,2.31,Bachelors,Richmond,N/A,0,1,1,3,Pharmacist,04/20,07/20,N/A,N/A,N/A,N/A,N/A,N/A,7.44
147,Hampton University,2.32,Masters,Milwaukee,F,0,1,0,4,Human Resources Specialist,04/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A,2.68
148,Dartmouth College,2.67,Masters,Oakland,N/A,N/A,1,0,1,Investment Banker,09/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A,7.39
149,University of North Texas Health Science Center at Fort Worth,2.48,Phd,Saint Paul,N/A,N/A,0,0,3,Researcher,10/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,4.15
150,Dominican College of San Rafael,3.86,Masters,Omaha,M,N/A,0,1,1,Public Relations Officer,12/14,12/16,N/A,N/A,N/A,N/A,N/A,N/A,6.35
151,Christian Brothers University,2.21,Masters,Columbus,N/A,0,1,1,4,Multimedia Artist,07/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A,2.91
152,Crown College,3.4,Phd,Madison,F,N/A,1,0,1,Pharmacist,10/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A,4.34
153,Utah State University,2.38,Phd,Hialeah,N/A,1,1,1,2,Pilot,03/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,9.53
154,Thiel College,3.76,Bachelors,Indianapolis,N/A,0,1,1,3,Financial Analyst,12/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A,7.96
155,California School of Professional Psychology - San Diego,3.92,Phd,Jacksonville,M,N/A,0,1,0,Data Scientist,06/17,10/17,N/A,N/A,N/A,N/A,N/A,N/A,1.96
156,New York College of Podiatric Medicine,2.93,Bachelors,Chesapeake,F,0,0,0,1,Firefighter,05/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,5.25
157,American InterContinental University - Georgia,3.76,Phd,Bakersfield,N/A,1,0,1,3,Accountant,08/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A,4.18
158,North Park University,2.01,Phd,Newark,M,0,1,0,3,Sales Representative,02/18,05/18,N/A,N/A,N/A,N/A,N/A,N/A,7.28
159,Baylor College of Medicine,3.64,Bachelors,Colorado Springs,N/A,N/A,0,0,1,Accountant,08/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,5.97
160,Brooklyn Law School,2.46,Phd,Henderson,F,1,1,0,0,Human Resources Specialist,07/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A,7.17
161,Western Connecticut State University,3.82,Bachelors,Orlando,N/A,1,1,0,0,Dietitian,06/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,2.92
162,Lewis-Clark State College,2.0,Phd,Aurora,N/A,N/A,1,0,1,Pharmacist,12/17,12/19,N/A,N/A,N/A,N/A,N/A,N/A,8.91
163,Mississippi Valley State University,3.11,Masters,Boston,M,N/A,0,1,3,Pilot,11/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,7.32
164,Northwestern College St. Paul,3.51,Phd,Santa Ana,N/A,N/A,0,1,0,Sales Representative,08/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A,2.83
165,Oakland University,2.52,Bachelors,Saint Paul,M,0,1,0,1,Pilot,02/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,9.07
166,Florida State University,2.39,Phd,San Francisco,F,0,0,1,1,Product Manager,06/18,01/20,N/A,N/A,N/A,N/A,N/A,N/A,9.31
167,Design Institute of San Diego,2.17,Bachelors,Los Angeles,N/A,0,1,1,1,Machine Learning Engineer,04/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,1.6
168,University of Connecticut,2.65,Bachelors,Tampa,F,N/A,1,1,3,Pharmacist,02/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A,6.05
169,University of Texas at San Antonio,3.12,Masters,Albuquerque,F,N/A,1,1,0,Sales Representative,08/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A,0.6
170,Louisiana State University at Alexandria,2.23,Masters,El Paso,N/A,0,0,1,3,Financial Analyst,11/14,07/16,N/A,N/A,N/A,N/A,N/A,N/A,6.59
171,Austin College,2.75,Bachelors,Cleveland,M,1,0,1,2,Multimedia Artist,12/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,0.87
